Export;EXP-2023-01 (20230706 14:53);;;StationsCode;NL10131;NL10444;NL10538;NL10633;NL10738
Periode;20180101 00:00 - 20190101 00:00;;;BeheerderMeetStation;RIVM;RIVM;RIVM;RIVM;RIVM
Bron;https://data.rivm.nl/data/luchtmeetnet;;;StationsNaam;Vredepeel-Vredeweg;De Zilk-Vogelaarsdreef;Wieringerwerf-Medemblikkerweg;Zegveld-Oude Meije;Wekerom-Riemterdijk
Beschrijving data;https://data.rivm.nl/data/luchtmeetnet/readme.pdf;;;Latitude,Longitude;(51.54052,5.85307);(52.296556,4.510817);(52.803657,5.050509);(52.13795,4.83819);(52.111621,5.708419)
Accreditatienummer;https://www.rva.nl/alle-geaccrediteerden/;;;StationsGebied;regionaal;regionaal;regionaal;regionaal;regionaal
;;;;StationsType;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond
;;;;Meetprincipe;Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS)
;;;;Meetopstelling;miniDOAS;miniDOAS;miniDOAS;miniDOAS;miniDOAS
;;;;Accreditatienummer;nvt;nvt;nvt;nvt;nvt
Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10444;NL10538;NL10633;NL10738
NH3;uur;µg/m³;20180111 13:00;20180111 14:00;41.576;-0.146;;7.169;9.03
NH3;uur;µg/m³;20180111 14:00;20180111 15:00;27.73;-0.21;;2.95;6.708
NH3;uur;µg/m³;20180111 15:00;20180111 16:00;21.033;;;4.782;10.047
NH3;uur;µg/m³;20180111 16:00;20180111 17:00;18.083;;4.442;8.512;47.967
NH3;uur;µg/m³;20180111 17:00;20180111 18:00;28.343;0.002;3.822;5.935;15.833
NH3;uur;µg/m³;20180111 18:00;20180111 19:00;29.409;-0.115;3.96;12.419;18.687
NH3;uur;µg/m³;20180111 19:00;20180111 20:00;61.439;;5.264;6.483;51.672
NH3;uur;µg/m³;20180111 20:00;20180111 21:00;17.134;-0.169;4.86;4.738;33.114
NH3;uur;µg/m³;20180111 21:00;20180111 22:00;;;4.452;4.738;22.02
NH3;uur;µg/m³;20180111 22:00;20180111 23:00;;0.022;4.547;6.989;27.314
NH3;uur;µg/m³;20180111 23:00;20180112 00:00;;0.347;4.489;4.64;29.473
NH3;uur;µg/m³;20180112 00:00;20180112 01:00;;0.383;4.505;3.792;58.635
NH3;uur;µg/m³;20180112 01:00;20180112 02:00;11.482;0.555;;7.105;58.368
NH3;uur;µg/m³;20180112 02:00;20180112 03:00;18.594;0.515;3.082;6.65;56.873
NH3;uur;µg/m³;20180112 03:00;20180112 04:00;20.085;0.257;2.599;6.417;28.397
NH3;uur;µg/m³;20180112 04:00;20180112 05:00;15.965;0.035;2.434;10.518;15.758
NH3;uur;µg/m³;20180112 05:00;20180112 06:00;20.981;0.198;2.74;10.458;12.471
NH3;uur;µg/m³;20180112 06:00;20180112 07:00;24.183;0.304;2.379;7.556;11.79
NH3;uur;µg/m³;20180112 07:00;20180112 08:00;34.037;0.549;2.373;10.492;12.882
NH3;uur;µg/m³;20180112 08:00;20180112 09:00;20.622;0.214;2.158;3.912;9.966
NH3;uur;µg/m³;20180112 09:00;20180112 10:00;19.602;0.19;3.095;6.428;7.326
NH3;uur;µg/m³;20180112 10:00;20180112 11:00;18.685;0.14;4.812;3.905;14.272
NH3;uur;µg/m³;20180112 11:00;20180112 12:00;19.998;0.1;4.982;1.453;13.703
NH3;uur;µg/m³;20180112 12:00;20180112 13:00;31.131;-0.085;4.604;1.056;13.184
NH3;uur;µg/m³;20180112 13:00;20180112 14:00;57.376;0.169;3.837;2.43;16.117
NH3;uur;µg/m³;20180112 14:00;20180112 15:00;14.416;0.977;3.356;2.706;12.504
NH3;uur;µg/m³;20180112 15:00;20180112 16:00;13.408;0.931;3.464;2.101;7.621
NH3;uur;µg/m³;20180112 16:00;20180112 17:00;7.949;0.904;4.469;7.707;8.823
NH3;uur;µg/m³;20180112 17:00;20180112 18:00;6.246;0.941;8.115;4.453;13.604
NH3;uur;µg/m³;20180112 18:00;20180112 19:00;21.59;0.829;12.953;4.027;12.292
NH3;uur;µg/m³;20180112 19:00;20180112 20:00;16.796;1.208;6.782;7.271;12.27
NH3;uur;µg/m³;20180112 20:00;20180112 21:00;26.485;1.512;7.932;7.926;12.879
NH3;uur;µg/m³;20180112 21:00;20180112 22:00;16.198;1.685;6.759;8.326;13.078
NH3;uur;µg/m³;20180112 22:00;20180112 23:00;11.318;1.601;8.339;14.32;13.381
NH3;uur;µg/m³;20180112 23:00;20180113 00:00;10.389;2.389;8.324;13.803;12.015
NH3;uur;µg/m³;20180113 00:00;20180113 01:00;10.495;3.349;8.225;6.829;17.856
NH3;uur;µg/m³;20180113 01:00;20180113 02:00;9.795;4.223;8.534;8.413;12.411
NH3;uur;µg/m³;20180113 02:00;20180113 03:00;8.891;4.296;9.022;7.318;12.232
NH3;uur;µg/m³;20180113 03:00;20180113 04:00;20.115;3.393;8.264;5.026;9.333
NH3;uur;µg/m³;20180113 04:00;20180113 05:00;7.391;2.979;8.5;4.888;5.255
NH3;uur;µg/m³;20180113 05:00;20180113 06:00;22.044;3.537;9.292;4.721;8.39
NH3;uur;µg/m³;20180113 06:00;20180113 07:00;6.145;3.568;9.312;3.74;4.626
NH3;uur;µg/m³;20180113 07:00;20180113 08:00;10.255;2.762;6.846;2.932;4.008
NH3;uur;µg/m³;20180113 08:00;20180113 09:00;12.792;;4.993;2.674;4.523
NH3;uur;µg/m³;20180113 09:00;20180113 10:00;6.022;;;2.289;3.114
NH3;uur;µg/m³;20180113 10:00;20180113 11:00;7.349;1.266;2.62;1.78;7.532
NH3;uur;µg/m³;20180113 11:00;20180113 12:00;8.23;0.791;2.575;1.228;10.384
NH3;uur;µg/m³;20180113 12:00;20180113 13:00;9.416;0.168;2.963;2.009;9.245
NH3;uur;µg/m³;20180113 13:00;20180113 14:00;7.328;0.094;6.139;3.82;8.061
NH3;uur;µg/m³;20180113 14:00;20180113 15:00;4.601;0.39;7.129;3.992;9.76
NH3;uur;µg/m³;20180113 15:00;20180113 16:00;4.227;1.307;7.105;3.723;5.187
NH3;uur;µg/m³;20180113 16:00;20180113 17:00;5.025;2.056;6.868;3.633;7.307
NH3;uur;µg/m³;20180113 17:00;20180113 18:00;5.474;2.231;7.556;2.404;7.143
NH3;uur;µg/m³;20180113 18:00;20180113 19:00;6.915;1.329;9.299;2.614;7.634
NH3;uur;µg/m³;20180113 19:00;20180113 20:00;12.905;1.379;9.169;4.362;9.563
NH3;uur;µg/m³;20180113 20:00;20180113 21:00;19.581;1.341;5.522;4.828;12.751
NH3;uur;µg/m³;20180113 21:00;20180113 22:00;13.257;1.815;6.054;6.11;8.991
NH3;uur;µg/m³;20180113 22:00;20180113 23:00;17.706;2.033;5.089;6.019;7.271
NH3;uur;µg/m³;20180113 23:00;20180114 00:00;17.462;2.369;4.881;7.023;7.497
NH3;uur;µg/m³;20180114 00:00;20180114 01:00;7.242;2.159;4.638;7.17;8.97
NH3;uur;µg/m³;20180114 01:00;20180114 02:00;7.409;2.21;4.334;6.31;9.977
NH3;uur;µg/m³;20180114 02:00;20180114 03:00;5.899;1.817;4.311;4.004;7.944
NH3;uur;µg/m³;20180114 03:00;20180114 04:00;3.888;1.693;4.951;4.37;6.293
NH3;uur;µg/m³;20180114 04:00;20180114 05:00;3.9;1.48;4.906;4.084;7.131
NH3;uur;µg/m³;20180114 05:00;20180114 06:00;7.679;1.605;4.537;3.521;6.297
NH3;uur;µg/m³;20180114 06:00;20180114 07:00;16.234;1.555;4.142;3.569;6.781
NH3;uur;µg/m³;20180114 07:00;20180114 08:00;16.358;1.437;3.964;5.329;6.495
NH3;uur;µg/m³;20180114 08:00;20180114 09:00;125.433;1.562;3.939;7.755;6.827
NH3;uur;µg/m³;20180114 09:00;20180114 10:00;8.415;1.777;3.923;7.765;6.475
NH3;uur;µg/m³;20180114 10:00;20180114 11:00;3.718;2.069;4.736;4.457;6.154
NH3;uur;µg/m³;20180114 11:00;20180114 12:00;3.058;2.312;5.245;3.456;6.547
NH3;uur;µg/m³;20180114 12:00;20180114 13:00;2.322;2.286;5.577;2.318;5.257
NH3;uur;µg/m³;20180114 13:00;20180114 14:00;2.688;1.891;5.914;2.412;5.148
NH3;uur;µg/m³;20180114 14:00;20180114 15:00;3.036;2.034;6;2.949;5
NH3;uur;µg/m³;20180114 15:00;20180114 16:00;3.776;2.372;6.557;3.625;4.79
NH3;uur;µg/m³;20180114 16:00;20180114 17:00;3.07;2.883;5.531;3.744;5.604
NH3;uur;µg/m³;20180114 17:00;20180114 18:00;3.191;2.856;5.349;3.85;6.272
NH3;uur;µg/m³;20180114 18:00;20180114 19:00;4.5;3.019;6.649;4.381;5.988
NH3;uur;µg/m³;20180114 19:00;20180114 20:00;7.224;3.29;5.234;4.142;6.344
NH3;uur;µg/m³;20180114 20:00;20180114 21:00;8.401;3.583;5.02;4.332;5.624
NH3;uur;µg/m³;20180114 21:00;20180114 22:00;10.698;3.459;5.594;5.318;6.974
NH3;uur;µg/m³;20180114 22:00;20180114 23:00;12.777;3.96;6.021;5.499;8.023
NH3;uur;µg/m³;20180114 23:00;20180115 00:00;10.489;4.243;7.082;4.953;8.29
NH3;uur;µg/m³;20180115 00:00;20180115 01:00;9.759;3.131;5.901;5.881;5.845
NH3;uur;µg/m³;20180115 01:00;20180115 02:00;8.293;0.757;6.393;6.337;5.079
NH3;uur;µg/m³;20180115 02:00;20180115 03:00;8.82;0.503;5.019;6.629;4.426
NH3;uur;µg/m³;20180115 03:00;20180115 04:00;10.065;0.668;4.74;5.892;4.247
NH3;uur;µg/m³;20180115 04:00;20180115 05:00;12.668;0.975;5.156;5.53;4.573
NH3;uur;µg/m³;20180115 05:00;20180115 06:00;8.689;1.305;4.162;4.635;3.569
NH3;uur;µg/m³;20180115 06:00;20180115 07:00;7.098;1.089;5.376;3.848;3.377
NH3;uur;µg/m³;20180115 07:00;20180115 08:00;5.591;0.686;4.702;4.893;3.517
NH3;uur;µg/m³;20180115 08:00;20180115 09:00;4.361;;4.01;3.86;3.79
NH3;uur;µg/m³;20180115 09:00;20180115 10:00;3.837;0.995;4.564;2.72;2.147
NH3;uur;µg/m³;20180115 10:00;20180115 11:00;4.57;0.813;4.85;2.472;2.448
NH3;uur;µg/m³;20180115 11:00;20180115 12:00;5.494;;;2.424;2.561
NH3;uur;µg/m³;20180115 12:00;20180115 13:00;5.046;;3.88;2.076;2.904
NH3;uur;µg/m³;20180115 13:00;20180115 14:00;3.889;;3.43;1.852;1.945
NH3;uur;µg/m³;20180115 14:00;20180115 15:00;4.012;;;;
NH3;uur;µg/m³;20180115 15:00;20180115 16:00;3.837;;;1.221;
NH3;uur;µg/m³;20180115 16:00;20180115 17:00;4.126;;3.334;1.734;
NH3;uur;µg/m³;20180115 17:00;20180115 18:00;2.547;;2.663;1.441;
NH3;uur;µg/m³;20180115 18:00;20180115 19:00;2.059;;2.55;2.044;
NH3;uur;µg/m³;20180115 19:00;20180115 20:00;1.849;;;0.602;
NH3;uur;µg/m³;20180115 20:00;20180115 21:00;2.395;;;0.798;1.782
NH3;uur;µg/m³;20180115 21:00;20180115 22:00;2.175;;2.75;0.954;2.871
NH3;uur;µg/m³;20180115 22:00;20180115 23:00;2.73;;;1.085;2.219
NH3;uur;µg/m³;20180115 23:00;20180116 00:00;3.741;0.285;2.692;1.608;2.991
NH3;uur;µg/m³;20180116 00:00;20180116 01:00;4.638;0.267;2.586;1.567;2.839
NH3;uur;µg/m³;20180116 01:00;20180116 02:00;4.283;0.181;2.718;1.299;3.558
NH3;uur;µg/m³;20180116 02:00;20180116 03:00;4.046;;2.733;0.751;2.873
NH3;uur;µg/m³;20180116 03:00;20180116 04:00;4.441;-0.071;2.454;0.764;6.414
NH3;uur;µg/m³;20180116 04:00;20180116 05:00;4.396;;2.895;0.645;3.896
NH3;uur;µg/m³;20180116 05:00;20180116 06:00;3.496;0.165;2.646;0.91;2.269
NH3;uur;µg/m³;20180116 06:00;20180116 07:00;2.928;;;0.956;2.716
NH3;uur;µg/m³;20180116 07:00;20180116 08:00;3.986;;2.864;1.367;2.799
NH3;uur;µg/m³;20180116 08:00;20180116 09:00;;;;0.417;2.692
NH3;uur;µg/m³;20180116 09:00;20180116 10:00;;;;1.078;2.253
NH3;uur;µg/m³;20180116 10:00;20180116 11:00;5.566;;;1.064;2.949
NH3;uur;µg/m³;20180116 11:00;20180116 12:00;6.356;;2.597;0.685;3.809
NH3;uur;µg/m³;20180116 12:00;20180116 13:00;5.942;;;0.762;4.376
NH3;uur;µg/m³;20180116 13:00;20180116 14:00;4.855;;2.342;0.522;6.045
NH3;uur;µg/m³;20180116 14:00;20180116 15:00;5.122;;;0.662;4.868
NH3;uur;µg/m³;20180116 15:00;20180116 16:00;6.88;;2.613;1.161;5.88
NH3;uur;µg/m³;20180116 16:00;20180116 17:00;7.128;;;1.252;4.515
NH3;uur;µg/m³;20180116 17:00;20180116 18:00;6.464;;;2.116;4.663
NH3;uur;µg/m³;20180116 18:00;20180116 19:00;4.609;-0.037;2.451;1.49;3.465
NH3;uur;µg/m³;20180116 19:00;20180116 20:00;4.434;0.016;2.69;1.24;3.294
NH3;uur;µg/m³;20180116 20:00;20180116 21:00;4.437;;2.869;1.168;3.332
NH3;uur;µg/m³;20180116 21:00;20180116 22:00;5.576;;2.814;1.279;3.656
NH3;uur;µg/m³;20180116 22:00;20180116 23:00;6.55;;2.716;0.927;3.407
NH3;uur;µg/m³;20180116 23:00;20180117 00:00;6.024;;2.757;0.946;3.672
NH3;uur;µg/m³;20180117 00:00;20180117 01:00;5.072;;2.379;0.932;9.344
NH3;uur;µg/m³;20180117 01:00;20180117 02:00;3.492;;2.889;0.748;4.945
NH3;uur;µg/m³;20180117 02:00;20180117 03:00;4.614;;;0.788;2.172
NH3;uur;µg/m³;20180117 03:00;20180117 04:00;5.546;;;0.6;3.183
NH3;uur;µg/m³;20180117 04:00;20180117 05:00;4.06;;;0.49;3.582
NH3;uur;µg/m³;20180117 05:00;20180117 06:00;3.655;;2.742;0.229;2.98
NH3;uur;µg/m³;20180117 06:00;20180117 07:00;4.601;;2.414;0.498;3.094
NH3;uur;µg/m³;20180117 07:00;20180117 08:00;5.103;;2.272;0.52;3.608
NH3;uur;µg/m³;20180117 08:00;20180117 09:00;6.691;;;0.681;2.681
NH3;uur;µg/m³;20180117 09:00;20180117 10:00;4.289;;1.979;0.534;2.368
NH3;uur;µg/m³;20180117 10:00;20180117 11:00;4.102;;2.231;0.654;2.431
NH3;uur;µg/m³;20180117 11:00;20180117 12:00;4.636;;;0.773;2.453
NH3;uur;µg/m³;20180117 12:00;20180117 13:00;3.203;;2.247;0.645;3.541
NH3;uur;µg/m³;20180117 13:00;20180117 14:00;5.082;;2.866;0.666;8.988
NH3;uur;µg/m³;20180117 14:00;20180117 15:00;5.628;;2.754;0.976;11.999
NH3;uur;µg/m³;20180117 15:00;20180117 16:00;6.765;;2.886;0.793;10.112
NH3;uur;µg/m³;20180117 16:00;20180117 17:00;5.606;;2.467;0.866;8.202
NH3;uur;µg/m³;20180117 17:00;20180117 18:00;5.397;;2.231;0.951;2.214
NH3;uur;µg/m³;20180117 18:00;20180117 19:00;5.875;;2.61;1.496;1.731
NH3;uur;µg/m³;20180117 19:00;20180117 20:00;4.505;;2.677;1.633;2.373
NH3;uur;µg/m³;20180117 20:00;20180117 21:00;4.969;;2.732;1.307;2.301
NH3;uur;µg/m³;20180117 21:00;20180117 22:00;4.301;;2.741;1.425;2.343
NH3;uur;µg/m³;20180117 22:00;20180117 23:00;3.478;;3.006;0.961;2.276
NH3;uur;µg/m³;20180117 23:00;20180118 00:00;4.316;;3.037;1.021;2.769
NH3;uur;µg/m³;20180118 00:00;20180118 01:00;4.19;;3.021;1.3;2.302
NH3;uur;µg/m³;20180118 01:00;20180118 02:00;4.18;;3.455;4.496;2.09
NH3;uur;µg/m³;20180118 02:00;20180118 03:00;4.837;;3.483;2.089;2.095
NH3;uur;µg/m³;20180118 03:00;20180118 04:00;2.321;;3.327;2.739;1.828
NH3;uur;µg/m³;20180118 04:00;20180118 05:00;2.022;;2.706;;
NH3;uur;µg/m³;20180118 05:00;20180118 06:00;;;2.199;;
NH3;uur;µg/m³;20180118 06:00;20180118 07:00;;;2.397;0.911;
NH3;uur;µg/m³;20180118 07:00;20180118 08:00;3.203;;;1.339;
NH3;uur;µg/m³;20180118 08:00;20180118 09:00;3.825;;;0.828;0.991
NH3;uur;µg/m³;20180118 09:00;20180118 10:00;4.581;;;;1.049
NH3;uur;µg/m³;20180118 10:00;20180118 11:00;4.043;;;;0.542
NH3;uur;µg/m³;20180118 11:00;20180118 12:00;4.4;;;;6.947
NH3;uur;µg/m³;20180118 12:00;20180118 13:00;3.589;;;;7.634
NH3;uur;µg/m³;20180118 13:00;20180118 14:00;4.641;;;0.838;7.986
NH3;uur;µg/m³;20180118 14:00;20180118 15:00;4.085;;;0.764;8.543
NH3;uur;µg/m³;20180118 15:00;20180118 16:00;6.047;;;1;5.762
NH3;uur;µg/m³;20180118 16:00;20180118 17:00;6.023;;;1.09;6.652
NH3;uur;µg/m³;20180118 17:00;20180118 18:00;9.593;;;1.39;1.947
NH3;uur;µg/m³;20180118 18:00;20180118 19:00;13.857;;4.837;3.388;2.331
NH3;uur;µg/m³;20180118 19:00;20180118 20:00;10.585;;4.689;2.546;3.247
NH3;uur;µg/m³;20180118 20:00;20180118 21:00;5.841;;4.737;2.255;3.952
NH3;uur;µg/m³;20180118 21:00;20180118 22:00;8.294;;5.26;7.267;3.916
NH3;uur;µg/m³;20180118 22:00;20180118 23:00;12.608;;6.307;8.079;3.854
NH3;uur;µg/m³;20180118 23:00;20180119 00:00;13.135;;7.504;3.369;1.786
NH3;uur;µg/m³;20180119 00:00;20180119 01:00;11.384;;6.873;1.047;3.478
NH3;uur;µg/m³;20180119 01:00;20180119 02:00;3.304;;;1.074;1.275
NH3;uur;µg/m³;20180119 02:00;20180119 03:00;3.648;;5.865;1.18;1.79
NH3;uur;µg/m³;20180119 03:00;20180119 04:00;3.197;;5.96;1.153;2.211
NH3;uur;µg/m³;20180119 04:00;20180119 05:00;2.633;;;1.734;1.551
NH3;uur;µg/m³;20180119 05:00;20180119 06:00;5.293;;5.362;1.226;1.371
NH3;uur;µg/m³;20180119 06:00;20180119 07:00;7.06;;;1.626;1.712
NH3;uur;µg/m³;20180119 07:00;20180119 08:00;5.214;;;2.694;2.467
NH3;uur;µg/m³;20180119 08:00;20180119 09:00;4.716;;3.715;1.513;5.588
NH3;uur;µg/m³;20180119 09:00;20180119 10:00;3.392;;4.958;2.552;4.085
NH3;uur;µg/m³;20180119 10:00;20180119 11:00;3.189;;;2.352;
NH3;uur;µg/m³;20180119 11:00;20180119 12:00;3.942;;5.841;1.94;3.554
NH3;uur;µg/m³;20180119 12:00;20180119 13:00;4.022;;;1.282;2.77
NH3;uur;µg/m³;20180119 13:00;20180119 14:00;3.722;;6.002;1.404;2.663
NH3;uur;µg/m³;20180119 14:00;20180119 15:00;2.882;;;1.603;2.09
NH3;uur;µg/m³;20180119 15:00;20180119 16:00;5.241;;6.313;1.448;1.99
NH3;uur;µg/m³;20180119 16:00;20180119 17:00;3.371;;6.751;1.755;3.312
NH3;uur;µg/m³;20180119 17:00;20180119 18:00;4.773;;6.869;1.612;7.903
NH3;uur;µg/m³;20180119 18:00;20180119 19:00;4.159;;6.896;1.826;2.926
NH3;uur;µg/m³;20180119 19:00;20180119 20:00;4.447;;6.809;2.002;2.4
NH3;uur;µg/m³;20180119 20:00;20180119 21:00;7.753;;6.886;1.974;2.002
NH3;uur;µg/m³;20180119 21:00;20180119 22:00;8.62;;;7.175;0.836
NH3;uur;µg/m³;20180119 22:00;20180119 23:00;6.599;;6.992;6.515;11.935
NH3;uur;µg/m³;20180119 23:00;20180120 00:00;8.623;;8.15;6.318;1.839
NH3;uur;µg/m³;20180120 00:00;20180120 01:00;2.289;0.142;8.04;1.814;0.934
NH3;uur;µg/m³;20180120 01:00;20180120 02:00;2.077;0.138;7.717;6.065;3.246
NH3;uur;µg/m³;20180120 02:00;20180120 03:00;3.693;-0.037;7.378;6.93;0.511
NH3;uur;µg/m³;20180120 03:00;20180120 04:00;4.188;0.117;7.317;7.023;1.73
NH3;uur;µg/m³;20180120 04:00;20180120 05:00;3.837;0.191;8.374;8.735;1.595
NH3;uur;µg/m³;20180120 05:00;20180120 06:00;3.476;0.172;7.247;6.068;1.438
NH3;uur;µg/m³;20180120 06:00;20180120 07:00;4.772;-0.009;6.709;5.378;2.597
NH3;uur;µg/m³;20180120 07:00;20180120 08:00;4.886;-0.024;6.988;8.153;2.556
NH3;uur;µg/m³;20180120 08:00;20180120 09:00;4.632;0.959;7.447;6.368;1.922
NH3;uur;µg/m³;20180120 09:00;20180120 10:00;4.337;1.451;8.944;7.965;2.276
NH3;uur;µg/m³;20180120 10:00;20180120 11:00;5.555;1.441;8.008;4.607;2.014
NH3;uur;µg/m³;20180120 11:00;20180120 12:00;7.771;1.031;8.091;4.736;1.778
NH3;uur;µg/m³;20180120 12:00;20180120 13:00;7.557;0.664;8.729;3.355;1.873
NH3;uur;µg/m³;20180120 13:00;20180120 14:00;7.325;0.449;7.718;3.091;2.526
NH3;uur;µg/m³;20180120 14:00;20180120 15:00;5.222;0.856;7.063;3.294;3.84
NH3;uur;µg/m³;20180120 15:00;20180120 16:00;3.703;1.482;6.172;2.564;3.281
NH3;uur;µg/m³;20180120 16:00;20180120 17:00;6.894;1.426;6.364;5.599;3.665
NH3;uur;µg/m³;20180120 17:00;20180120 18:00;7.506;1.164;6.486;4.681;5.437
NH3;uur;µg/m³;20180120 18:00;20180120 19:00;11.871;0.308;5.441;7.164;9.524
NH3;uur;µg/m³;20180120 19:00;20180120 20:00;20.308;0.182;6.468;7.901;25.348
NH3;uur;µg/m³;20180120 20:00;20180120 21:00;10.276;0.303;6.849;3.853;32.506
NH3;uur;µg/m³;20180120 21:00;20180120 22:00;7.422;0.007;7.055;2.621;37.684
NH3;uur;µg/m³;20180120 22:00;20180120 23:00;8.332;0.214;7.45;2.979;25.157
NH3;uur;µg/m³;20180120 23:00;20180121 00:00;17.684;0.058;8.984;2.433;31.095
NH3;uur;µg/m³;20180121 00:00;20180121 01:00;17.789;0.183;7.471;1.84;22.417
NH3;uur;µg/m³;20180121 01:00;20180121 02:00;10.985;-0.001;7.652;4.148;14.5
NH3;uur;µg/m³;20180121 02:00;20180121 03:00;10.616;-0.306;6.097;2.144;5.597
NH3;uur;µg/m³;20180121 03:00;20180121 04:00;20.119;-0.28;6.562;0.817;6.28
NH3;uur;µg/m³;20180121 04:00;20180121 05:00;18.506;-0.052;6.833;1.034;13.311
NH3;uur;µg/m³;20180121 05:00;20180121 06:00;14.991;-0.131;6.008;3.214;15.744
NH3;uur;µg/m³;20180121 06:00;20180121 07:00;16.03;-0.087;7.477;4.734;33.749
NH3;uur;µg/m³;20180121 07:00;20180121 08:00;11.857;-0.046;11.902;5.325;51.601
NH3;uur;µg/m³;20180121 08:00;20180121 09:00;12.458;-0.07;7.265;3.783;14.117
NH3;uur;µg/m³;20180121 09:00;20180121 10:00;18.081;-0.236;6.853;4.097;28.612
NH3;uur;µg/m³;20180121 10:00;20180121 11:00;13.896;-0.213;7.784;2.943;17.085
NH3;uur;µg/m³;20180121 11:00;20180121 12:00;9.588;-0.332;9.319;4.634;8.329
NH3;uur;µg/m³;20180121 12:00;20180121 13:00;8.705;-0.129;8.739;2.081;6.27
NH3;uur;µg/m³;20180121 13:00;20180121 14:00;6.612;0.068;7.09;1.271;7.386
NH3;uur;µg/m³;20180121 14:00;20180121 15:00;4.726;0.178;6.591;4.442;4.745
NH3;uur;µg/m³;20180121 15:00;20180121 16:00;6.923;0.263;6.918;2.921;3.296
NH3;uur;µg/m³;20180121 16:00;20180121 17:00;9.773;0.833;7.498;5.004;3.746
NH3;uur;µg/m³;20180121 17:00;20180121 18:00;13.106;1.217;8.273;5.407;11.923
NH3;uur;µg/m³;20180121 18:00;20180121 19:00;12.507;1.99;8.769;4.953;14.298
NH3;uur;µg/m³;20180121 19:00;20180121 20:00;12.504;2.505;7.904;4.481;12.628
NH3;uur;µg/m³;20180121 20:00;20180121 21:00;9.712;2.246;8.884;3.682;9.419
NH3;uur;µg/m³;20180121 21:00;20180121 22:00;9.139;1.104;9.218;2.281;9.63
NH3;uur;µg/m³;20180121 22:00;20180121 23:00;7.666;;8.804;1.343;7.519
NH3;uur;µg/m³;20180121 23:00;20180122 00:00;5.63;;8.16;0.863;5.428
NH3;uur;µg/m³;20180122 00:00;20180122 01:00;3.076;;6.894;0.509;
NH3;uur;µg/m³;20180122 01:00;20180122 02:00;4.149;;7.323;0.995;
NH3;uur;µg/m³;20180122 02:00;20180122 03:00;4.961;;7.405;1.055;
NH3;uur;µg/m³;20180122 03:00;20180122 04:00;5.13;;6.296;1.098;
NH3;uur;µg/m³;20180122 04:00;20180122 05:00;6.987;;;1.908;
NH3;uur;µg/m³;20180122 05:00;20180122 06:00;5.953;;6.237;3.686;
NH3;uur;µg/m³;20180122 06:00;20180122 07:00;5.674;;;1.107;5.272
NH3;uur;µg/m³;20180122 07:00;20180122 08:00;8.693;;;1.225;4.978
NH3;uur;µg/m³;20180122 08:00;20180122 09:00;8.548;;;1.211;5.259
NH3;uur;µg/m³;20180122 09:00;20180122 10:00;10.05;;;1.923;11.791
NH3;uur;µg/m³;20180122 10:00;20180122 11:00;15.647;;;2.107;23.092
NH3;uur;µg/m³;20180122 11:00;20180122 12:00;11.254;;6.637;1.823;22.638
NH3;uur;µg/m³;20180122 12:00;20180122 13:00;11.867;;6.34;1.691;15.268
NH3;uur;µg/m³;20180122 13:00;20180122 14:00;11.021;-0.016;6.366;1.291;25.817
NH3;uur;µg/m³;20180122 14:00;20180122 15:00;10.244;-0.018;6.244;1.316;22.863
NH3;uur;µg/m³;20180122 15:00;20180122 16:00;9.697;-0.03;6.424;1.562;21.446
NH3;uur;µg/m³;20180122 16:00;20180122 17:00;15.414;;6.321;1.382;17.885
NH3;uur;µg/m³;20180122 17:00;20180122 18:00;11.808;;6.447;1.888;13.061
NH3;uur;µg/m³;20180122 18:00;20180122 19:00;19.658;;6.19;1.359;14.287
NH3;uur;µg/m³;20180122 19:00;20180122 20:00;15.199;;6.345;1.895;7.361
NH3;uur;µg/m³;20180122 20:00;20180122 21:00;16.385;0.192;6.176;1.861;5.022
NH3;uur;µg/m³;20180122 21:00;20180122 22:00;10.767;-0.138;6.347;1.98;5.484
NH3;uur;µg/m³;20180122 22:00;20180122 23:00;9.249;-0.008;6.236;2.719;5.943
NH3;uur;µg/m³;20180122 23:00;20180123 00:00;10.354;0.017;6.196;2.603;6.446
NH3;uur;µg/m³;20180123 00:00;20180123 01:00;9.685;-0.068;6.513;3.434;6.411
NH3;uur;µg/m³;20180123 01:00;20180123 02:00;9.848;0.046;6.345;2.359;5.721
NH3;uur;µg/m³;20180123 02:00;20180123 03:00;9.609;0.1;7.205;2.319;6.572
NH3;uur;µg/m³;20180123 03:00;20180123 04:00;9.073;0.057;7.42;2.197;6.038
NH3;uur;µg/m³;20180123 04:00;20180123 05:00;10.372;0.136;7.224;2.626;4.982
NH3;uur;µg/m³;20180123 05:00;20180123 06:00;9.134;0.644;7.372;6.121;4.859
NH3;uur;µg/m³;20180123 06:00;20180123 07:00;12.517;0.717;7.927;7.472;4.701
NH3;uur;µg/m³;20180123 07:00;20180123 08:00;13.462;1.169;7.753;10.474;4.599
