Accreditatienummer;https://www.rva.nl/alle-geaccrediteerden/;;;StationsGebied;stad;stad;stad;voorstad;regionaal;regionaal;regionaal;regionaal;regionaal;regionaal;regionaal;stad;stad;stad;regionaal
;;;;StationsType;industrie;achtergrond;achtergrond;industrie;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;industrie;industrie;industrie
;;;;Meetprincipe;Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F)
;;;;Meetopstelling;Teledyne API 100E UV Fluorescent SO2 Analyser;Teledyne API 100E UV Fluorescent SO2 Analyser;Teledyne API 100E UV Fluorescent SO2 Analyser;Teledyne API 100E UV Fluorescent SO2 Analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43w SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser
;;;;Accreditatienummer;L520;L520;L520;L520;L224;L224;L224;L224;L224;L224;L224;L426;L426;L426;L426
Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL01484;NL01485;NL01495;NL01496;NL10133;NL10318;NL10444;NL10644;NL10644;NL10722;NL10934;NL49016;NL49551;NL49553;NL49704
SO2;uur;µg/m³;20180104 15:00;20180104 16:00;3.7;2.1;5.7;2.9;;;0.56;;-0.42;;0.28;0.1;1.7;13.3;1.2
SO2;uur;µg/m³;20180104 16:00;20180104 17:00;2.9;1.7;6.4;2.8;;;0.29;;-0.64;;0.18;0.1;1.6;7.8;0.7
SO2;uur;µg/m³;20180104 17:00;20180104 18:00;2.6;1.2;6.5;2.4;;;0.18;;-1.03;;0.11;0.1;0.8;3.3;0.2
SO2;uur;µg/m³;20180104 18:00;20180104 19:00;2.6;1.1;5.9;2.6;;;0.15;;-0.62;;0.14;0.1;1.5;2.1;0.2
SO2;uur;µg/m³;20180104 19:00;20180104 20:00;2.6;1.2;5.3;5.5;;;0.18;;-0.6;;0.2;0;2.2;2.3;0
SO2;uur;µg/m³;20180104 20:00;20180104 21:00;7.7;1.8;5.8;1.8;;;0.17;;-0.08;;0.16;0;-0.1;1.8;-0.2
SO2;uur;µg/m³;20180104 21:00;20180104 22:00;6.5;1.4;5.4;2.1;;;0.15;;-0.29;;0.09;0.1;2.1;2.3;-0.2
SO2;uur;µg/m³;20180104 22:00;20180104 23:00;3.7;2;5.3;3.6;;;0.14;;-0.5;;0.08;0;2.1;2.3;-0.1
SO2;uur;µg/m³;20180104 23:00;20180105 00:00;2.1;1;5.4;2.3;;;0.14;;-0.92;;0.1;0;1.6;1.9;0.3
SO2;uur;µg/m³;20180105 00:00;20180105 01:00;2;2;5.3;1.7;;;0.18;;-0.21;;0.11;0.1;0.7;2.8;0.2
SO2;uur;µg/m³;20180105 01:00;20180105 02:00;2.1;2.3;5.4;1.1;;;0.21;;-0.59;;0.13;0;2;2.5;0.7
SO2;uur;µg/m³;20180105 02:00;20180105 03:00;2.7;1.9;5.8;2.8;;;0.17;;-0.75;;0.17;0.1;;2;0.8
SO2;uur;µg/m³;20180105 03:00;20180105 04:00;7.5;2.5;6.8;1.8;;;0.19;;-0.46;;0.19;0.1;0.6;2.1;1.1
SO2;uur;µg/m³;20180105 04:00;20180105 05:00;4;7.9;6.6;1.8;;;0.14;;0.12;;0.22;0;1;2.2;0.6
SO2;uur;µg/m³;20180105 05:00;20180105 06:00;4.7;10.1;6.8;2.5;;;0.1;;-0.3;0.32;0.16;0.1;1.6;1.5;1
SO2;uur;µg/m³;20180105 06:00;20180105 07:00;3.1;2.7;5.9;2.4;;;0.17;;-0.49;0.26;0.14;0;1.4;1.7;1
SO2;uur;µg/m³;20180105 07:00;20180105 08:00;7.4;2.6;5.8;2.3;;;0.15;;0.4;0.26;0.18;0;2.4;2.9;1.4
SO2;uur;µg/m³;20180105 08:00;20180105 09:00;5.6;2.5;5.5;2.5;;;0.19;;0.21;0.26;0.21;0.1;1.9;2;1.9
SO2;uur;µg/m³;20180105 09:00;20180105 10:00;2.6;2.5;5.6;3.2;;;0.22;;-0.11;;0.21;;1.9;2.1;1.6
SO2;uur;µg/m³;20180105 10:00;20180105 11:00;2.9;1.9;5.4;3.1;;;0.25;;0.08;;0.28;;2.2;1.6;2
SO2;uur;µg/m³;20180105 11:00;20180105 12:00;9.1;3;4.2;2;;;0.6;;0.33;;0.25;0.8;1.8;6.3;2
SO2;uur;µg/m³;20180105 12:00;20180105 13:00;8.3;3.3;4.5;2;;;0.57;;-0.03;;0.32;0.8;1.1;8.6;2.6
