Export;EXP-2023-01 (20230706 17:01);;;StationsCode;NL10131;NL10444;NL10538;NL10633;NL10738;NL10929
Periode;20170101 00:00 - 20180101 00:00;;;BeheerderMeetStation;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM
Bron;https://data.rivm.nl/data/luchtmeetnet;;;StationsNaam;Vredepeel-Vredeweg;De Zilk-Vogelaarsdreef;Wieringerwerf-Medemblikkerweg;Zegveld-Oude Meije;Wekerom-Riemterdijk;Valthermond-Noorderdiep
Beschrijving data;https://data.rivm.nl/data/luchtmeetnet/readme.pdf;;;Latitude,Longitude;(51.54052,5.85307);(52.296556,4.510817);(52.803657,5.050509);(52.13795,4.83819);(52.111621,5.708419);(52.875725,6.932432)
Accreditatienummer;https://www.rva.nl/alle-geaccrediteerden/;;;StationsGebied;regionaal;regionaal;regionaal;regionaal;regionaal;regionaal
;;;;StationsType;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond
;;;;Meetprincipe;Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS)
;;;;Meetopstelling;miniDOAS;miniDOAS;miniDOAS;miniDOAS;miniDOAS;miniDOAS
;;;;Accreditatienummer;nvt;nvt;nvt;nvt;nvt;nvt
Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10444;NL10538;NL10633;NL10738;NL10929
NH3;uur;µg/m³;20170101 00:00;20170101 01:00;;1.704;2.628;1.481;;7.647
NH3;uur;µg/m³;20170101 01:00;20170101 02:00;;1.717;3.34;0.256;;7.549
NH3;uur;µg/m³;20170101 02:00;20170101 03:00;;1.721;2.057;0.051;;6.87
NH3;uur;µg/m³;20170101 03:00;20170101 04:00;;1.85;2.177;0.212;;6.558
NH3;uur;µg/m³;20170101 04:00;20170101 05:00;;1.844;2.038;-0.014;0.869;6.266
NH3;uur;µg/m³;20170101 05:00;20170101 06:00;7.156;1.924;1.866;-0.121;1.154;5.951
NH3;uur;µg/m³;20170101 06:00;20170101 07:00;10.825;1.88;1.634;1.302;1.25;6.314
NH3;uur;µg/m³;20170101 07:00;20170101 08:00;10.648;2.154;2.261;2.986;1.24;6.258
NH3;uur;µg/m³;20170101 08:00;20170101 09:00;9.541;1.971;2.798;0.134;2.444;6.369
NH3;uur;µg/m³;20170101 09:00;20170101 10:00;11.366;1.934;1.833;-0.495;1.793;5.87
NH3;uur;µg/m³;20170101 10:00;20170101 11:00;9.77;1.889;2.014;0.274;1.182;6.219
NH3;uur;µg/m³;20170101 11:00;20170101 12:00;5.098;1.755;2.044;0.654;1.123;6.127
NH3;uur;µg/m³;20170101 12:00;20170101 13:00;3.956;2.017;1.752;1.003;1.539;6.133
NH3;uur;µg/m³;20170101 13:00;20170101 14:00;3.264;2.031;1.69;1.491;0.203;6.294
NH3;uur;µg/m³;20170101 14:00;20170101 15:00;3.779;2.171;2.37;1.684;0.553;5.637
NH3;uur;µg/m³;20170101 15:00;20170101 16:00;4.749;2.167;2.116;3.907;0.956;
NH3;uur;µg/m³;20170101 16:00;20170101 17:00;4.974;2.314;2.183;4.324;-0.011;
NH3;uur;µg/m³;20170101 17:00;20170101 18:00;5.075;2.394;2.613;5.038;;
NH3;uur;µg/m³;20170101 18:00;20170101 19:00;4.958;2.163;3.666;3.022;0.785;4.796
NH3;uur;µg/m³;20170101 19:00;20170101 20:00;6.099;2.335;;1.788;1.894;
NH3;uur;µg/m³;20170101 20:00;20170101 21:00;6.081;2.107;;2.311;1.133;2.719
NH3;uur;µg/m³;20170101 21:00;20170101 22:00;3.004;1.631;5.113;2.473;1.251;2.38
NH3;uur;µg/m³;20170101 22:00;20170101 23:00;3.115;1.943;3.787;2.052;0.996;2.137
NH3;uur;µg/m³;20170101 23:00;20170102 00:00;3.729;1.957;3.85;5.591;3.153;2.679
NH3;uur;µg/m³;20170102 00:00;20170102 01:00;5.196;2.41;2.828;6.3;1.814;3.205
NH3;uur;µg/m³;20170102 01:00;20170102 02:00;6.461;1.971;1.742;8.793;2.146;3.362
NH3;uur;µg/m³;20170102 02:00;20170102 03:00;7.153;1.655;3.055;4.953;2.221;3.726
NH3;uur;µg/m³;20170102 03:00;20170102 04:00;9.056;1.715;1.719;2.803;6.023;4.836
NH3;uur;µg/m³;20170102 04:00;20170102 05:00;7.226;1.61;1.609;3.195;11.07;5.932
NH3;uur;µg/m³;20170102 05:00;20170102 06:00;10.187;1.567;1.714;1.965;16.129;6.201
NH3;uur;µg/m³;20170102 06:00;20170102 07:00;10.109;1.726;2.023;2.395;41.581;6.688
NH3;uur;µg/m³;20170102 07:00;20170102 08:00;;1.397;1.876;3.384;32.473;6.232
NH3;uur;µg/m³;20170102 08:00;20170102 09:00;23.061;1.239;1.936;3.656;40.076;4.053
NH3;uur;µg/m³;20170102 09:00;20170102 10:00;24.489;1.329;1.813;9.152;30.043;0.817
NH3;uur;µg/m³;20170102 10:00;20170102 11:00;26.149;1.314;1.784;5.927;33.197;1.173
NH3;uur;µg/m³;20170102 11:00;20170102 12:00;25.138;1.363;1.808;2.023;36.811;1.741
NH3;uur;µg/m³;20170102 12:00;20170102 13:00;20.784;1.308;1.897;0.536;30.091;3.052
NH3;uur;µg/m³;20170102 13:00;20170102 14:00;16.887;1.152;1.984;1.591;14.196;2.618
NH3;uur;µg/m³;20170102 14:00;20170102 15:00;15.215;1.252;2.992;1.146;29.261;5.117
NH3;uur;µg/m³;20170102 15:00;20170102 16:00;17.388;1.234;3.779;0.977;46.572;5.06
NH3;uur;µg/m³;20170102 16:00;20170102 17:00;12.532;1.163;2.707;1.359;27.443;6.52
NH3;uur;µg/m³;20170102 17:00;20170102 18:00;18.133;1.26;2.744;2.825;26.477;7.534
NH3;uur;µg/m³;20170102 18:00;20170102 19:00;21.12;1.287;4.016;0.948;33.827;5.595
NH3;uur;µg/m³;20170102 19:00;20170102 20:00;27.527;1.204;3.757;1.92;36.342;5.616
NH3;uur;µg/m³;20170102 20:00;20170102 21:00;21.019;1.112;2.516;5.596;18.08;5.192
NH3;uur;µg/m³;20170102 21:00;20170102 22:00;18.907;1.242;2.567;5.731;8.012;5.046
