Export;EXP-2023-01 (20230706 17:10);;;StationsCode;NL49551;NL49553
H2S;uur;µg/m³;20170206 15:00;20170206 16:00;0.5;2.6
H2S;uur;µg/m³;20170206 16:00;20170206 17:00;0.5;
H2S;uur;µg/m³;20170206 17:00;20170206 18:00;0.9;0.8
H2S;uur;µg/m³;20170206 18:00;20170206 19:00;0.6;1
H2S;uur;µg/m³;20170206 19:00;20170206 20:00;0.9;1
H2S;uur;µg/m³;20170206 20:00;20170206 21:00;0.7;1.1
H2S;uur;µg/m³;20170206 21:00;20170206 22:00;1;1.2
H2S;uur;µg/m³;20170206 22:00;20170206 23:00;1.4;1
H2S;uur;µg/m³;20170206 23:00;20170207 00:00;1;1.7
H2S;uur;µg/m³;20170207 00:00;20170207 01:00;1;1.4
H2S;uur;µg/m³;20170207 01:00;20170207 02:00;0.9;1.3
H2S;uur;µg/m³;20170207 02:00;20170207 03:00;1.2;1.3
H2S;uur;µg/m³;20170207 03:00;20170207 04:00;0.7;1.1
H2S;uur;µg/m³;20170207 04:00;20170207 05:00;0.7;0.7
H2S;uur;µg/m³;20170207 05:00;20170207 06:00;0.7;0.9
H2S;uur;µg/m³;20170207 06:00;20170207 07:00;0.4;1.1
H2S;uur;µg/m³;20170207 07:00;20170207 08:00;0.4;0.6
H2S;uur;µg/m³;20170207 08:00;20170207 09:00;0.8;1.1
H2S;uur;µg/m³;20170207 09:00;20170207 10:00;0.5;0.8
H2S;uur;µg/m³;20170207 10:00;20170207 11:00;0.4;0.5
H2S;uur;µg/m³;20170207 11:00;20170207 12:00;0.4;0.5
H2S;uur;µg/m³;20170207 12:00;20170207 13:00;0.1;0.6
H2S;uur;µg/m³;20170207 13:00;20170207 14:00;0.6;0.7
H2S;uur;µg/m³;20170207 14:00;20170207 15:00;0.9;1
H2S;uur;µg/m³;20170207 15:00;20170207 16:00;0.5;1.3
H2S;uur;µg/m³;20170207 16:00;20170207 17:00;0.6;1
H2S;uur;µg/m³;20170207 17:00;20170207 18:00;0.8;1.1
H2S;uur;µg/m³;20170207 18:00;20170207 19:00;0.5;0.9
H2S;uur;µg/m³;20170207 19:00;20170207 20:00;0.9;0.7
H2S;uur;µg/m³;20170207 20:00;20170207 21:00;;0.7
H2S;uur;µg/m³;20170207 21:00;20170207 22:00;0.8;1.2
H2S;uur;µg/m³;20170207 22:00;20170207 23:00;0.6;0.8
H2S;uur;µg/m³;20170207 23:00;20170208 00:00;0.8;1.2
H2S;uur;µg/m³;20170208 00:00;20170208 01:00;0.8;1.3
H2S;uur;µg/m³;20170208 01:00;20170208 02:00;0.8;0.7
H2S;uur;µg/m³;20170208 02:00;20170208 03:00;1;0.7
H2S;uur;µg/m³;20170208 03:00;20170208 04:00;1;0.7
H2S;uur;µg/m³;20170208 04:00;20170208 05:00;0.8;0.9
H2S;uur;µg/m³;20170208 05:00;20170208 06:00;0.4;0.6
H2S;uur;µg/m³;20170208 06:00;20170208 07:00;1.3;1.3
H2S;uur;µg/m³;20170208 07:00;20170208 08:00;1;0.5
H2S;uur;µg/m³;20170208 08:00;20170208 09:00;0.9;0.7
H2S;uur;µg/m³;20170208 09:00;20170208 10:00;0.5;0.7
H2S;uur;µg/m³;20170208 10:00;20170208 11:00;1;0.8
H2S;uur;µg/m³;20170208 11:00;20170208 12:00;0.8;0.6
H2S;uur;µg/m³;20170208 12:00;20170208 13:00;0.6;0.6
H2S;uur;µg/m³;20170208 13:00;20170208 14:00;0.7;0.7
H2S;uur;µg/m³;20170208 14:00;20170208 15:00;1;0.8
H2S;uur;µg/m³;20170208 15:00;20170208 16:00;0.6;0.6
H2S;uur;µg/m³;20170208 16:00;20170208 17:00;0.6;0.6
H2S;uur;µg/m³;20170208 17:00;20170208 18:00;1.3;0.8
H2S;uur;µg/m³;20170208 18:00;20170208 19:00;1.1;
H2S;uur;µg/m³;20170208 19:00;20170208 20:00;0.8;1.1
H2S;uur;µg/m³;20170208 20:00;20170208 21:00;1;1
H2S;uur;µg/m³;20170208 21:00;20170208 22:00;0.7;0.9
H2S;uur;µg/m³;20170208 22:00;20170208 23:00;1.3;0.8
H2S;uur;µg/m³;20170208 23:00;20170209 00:00;0.8;0.8
H2S;uur;µg/m³;20170209 00:00;20170209 01:00;1;0.7
H2S;uur;µg/m³;20170209 01:00;20170209 02:00;0.8;1
H2S;uur;µg/m³;20170209 02:00;20170209 03:00;0.5;0.9
H2S;uur;µg/m³;20170209 03:00;20170209 04:00;0.7;0.8
H2S;uur;µg/m³;20170209 04:00;20170209 05:00;1.4;1.1
H2S;uur;µg/m³;20170209 05:00;20170209 06:00;0.5;0.8
H2S;uur;µg/m³;20170209 06:00;20170209 07:00;1.1;
H2S;uur;µg/m³;20170209 07:00;20170209 08:00;0.5;
H2S;uur;µg/m³;20170209 08:00;20170209 09:00;1;0.6
H2S;uur;µg/m³;20170209 09:00;20170209 10:00;0.6;0.8
H2S;uur;µg/m³;20170209 10:00;20170209 11:00;0.7;0.9
H2S;uur;µg/m³;20170209 11:00;20170209 12:00;1.1;1
H2S;uur;µg/m³;20170209 12:00;20170209 13:00;0.8;1
H2S;uur;µg/m³;20170209 13:00;20170209 14:00;0.7;1
H2S;uur;µg/m³;20170209 14:00;20170209 15:00;1.2;1.1
H2S;uur;µg/m³;20170209 15:00;20170209 16:00;0.9;0.9
H2S;uur;µg/m³;20170209 16:00;20170209 17:00;0.7;0.9
H2S;uur;µg/m³;20170209 17:00;20170209 18:00;0.7;1.3
H2S;uur;µg/m³;20170209 18:00;20170209 19:00;1.3;0.8
H2S;uur;µg/m³;20170209 19:00;20170209 20:00;0.5;0.8
H2S;uur;µg/m³;20170209 20:00;20170209 21:00;0.6;0.7
H2S;uur;µg/m³;20170209 21:00;20170209 22:00;0.6;0.9
H2S;uur;µg/m³;20170209 22:00;20170209 23:00;;0.6
H2S;uur;µg/m³;20170209 23:00;20170210 00:00;1.1;0.9
H2S;uur;µg/m³;20170210 00:00;20170210 01:00;0.8;1.3
H2S;uur;µg/m³;20170210 01:00;20170210 02:00;0.5;1
H2S;uur;µg/m³;20170210 02:00;20170210 03:00;0.8;0.8
H2S;uur;µg/m³;20170210 03:00;20170210 04:00;0.9;1.4
H2S;uur;µg/m³;20170210 04:00;20170210 05:00;1.6;0.9
H2S;uur;µg/m³;20170210 05:00;20170210 06:00;0.7;1.2
H2S;uur;µg/m³;20170210 06:00;20170210 07:00;1.5;1.4
H2S;uur;µg/m³;20170210 07:00;20170210 08:00;0.8;0.7
H2S;uur;µg/m³;20170210 08:00;20170210 09:00;1;1.4
H2S;uur;µg/m³;20170210 09:00;20170210 10:00;1;1.5
H2S;uur;µg/m³;20170210 10:00;20170210 11:00;1.1;1.1
H2S;uur;µg/m³;20170210 11:00;20170210 12:00;1.1;1
H2S;uur;µg/m³;20170210 12:00;20170210 13:00;1.5;1.7
H2S;uur;µg/m³;20170210 13:00;20170210 14:00;0.8;0.9
H2S;uur;µg/m³;20170210 14:00;20170210 15:00;1.1;0.9
H2S;uur;µg/m³;20170210 15:00;20170210 16:00;1;1.2
H2S;uur;µg/m³;20170210 16:00;20170210 17:00;0.7;0.9
H2S;uur;µg/m³;20170210 17:00;20170210 18:00;1.3;1
H2S;uur;µg/m³;20170210 18:00;20170210 19:00;0.9;0.8
H2S;uur;µg/m³;20170210 19:00;20170210 20:00;1.2;1.3
H2S;uur;µg/m³;20170210 20:00;20170210 21:00;0.9;
H2S;uur;µg/m³;20170210 21:00;20170210 22:00;1.1;0.6
H2S;uur;µg/m³;20170210 22:00;20170210 23:00;1.4;0.6
H2S;uur;µg/m³;20170210 23:00;20170211 00:00;1.1;0.5
H2S;uur;µg/m³;20170211 00:00;20170211 01:00;1.2;0.6
H2S;uur;µg/m³;20170211 01:00;20170211 02:00;1.3;0.5
H2S;uur;µg/m³;20170211 02:00;20170211 03:00;1.1;0.5
H2S;uur;µg/m³;20170211 03:00;20170211 04:00;1.1;0.6
H2S;uur;µg/m³;20170211 04:00;20170211 05:00;1.1;0.3
H2S;uur;µg/m³;20170211 05:00;20170211 06:00;1.2;0.4
H2S;uur;µg/m³;20170211 06:00;20170211 07:00;0.8;0.3
H2S;uur;µg/m³;20170211 07:00;20170211 08:00;0.7;0.7
H2S;uur;µg/m³;20170211 08:00;20170211 09:00;1.7;0.8
H2S;uur;µg/m³;20170211 09:00;20170211 10:00;1.3;0.6
H2S;uur;µg/m³;20170211 10:00;20170211 11:00;0.8;0.5
H2S;uur;µg/m³;20170211 11:00;20170211 12:00;0.8;0.4
H2S;uur;µg/m³;20170211 12:00;20170211 13:00;1.4;0.5
H2S;uur;µg/m³;20170211 13:00;20170211 14:00;0.7;0.4
H2S;uur;µg/m³;20170211 14:00;20170211 15:00;0.9;0.4
H2S;uur;µg/m³;20170211 15:00;20170211 16:00;1.1;0.6
H2S;uur;µg/m³;20170211 16:00;20170211 17:00;1.2;0.2
H2S;uur;µg/m³;20170211 17:00;20170211 18:00;1;0.9
H2S;uur;µg/m³;20170211 18:00;20170211 19:00;1.3;0.4
H2S;uur;µg/m³;20170211 19:00;20170211 20:00;1.6;0.3
H2S;uur;µg/m³;20170211 20:00;20170211 21:00;1.1;0.4
H2S;uur;µg/m³;20170211 21:00;20170211 22:00;1;0.5
H2S;uur;µg/m³;20170211 22:00;20170211 23:00;1.3;0.4
H2S;uur;µg/m³;20170211 23:00;20170212 00:00;1.6;0.3
H2S;uur;µg/m³;20170212 00:00;20170212 01:00;;0.3
H2S;uur;µg/m³;20170212 01:00;20170212 02:00;1;0.4
H2S;uur;µg/m³;20170212 02:00;20170212 03:00;0.5;0.6
H2S;uur;µg/m³;20170212 03:00;20170212 04:00;0.3;0.3
H2S;uur;µg/m³;20170212 04:00;20170212 05:00;0.3;0.4
H2S;uur;µg/m³;20170212 05:00;20170212 06:00;0.6;0.3
H2S;uur;µg/m³;20170212 06:00;20170212 07:00;0.5;0.3
H2S;uur;µg/m³;20170212 07:00;20170212 08:00;0.8;0.3
H2S;uur;µg/m³;20170212 08:00;20170212 09:00;0.7;0.8
H2S;uur;µg/m³;20170212 09:00;20170212 10:00;0.4;0.3
H2S;uur;µg/m³;20170212 10:00;20170212 11:00;0.3;0.4
H2S;uur;µg/m³;20170212 11:00;20170212 12:00;0.8;0.4
H2S;uur;µg/m³;20170212 12:00;20170212 13:00;0.5;0.2
H2S;uur;µg/m³;20170212 13:00;20170212 14:00;0.6;0.2
H2S;uur;µg/m³;20170212 14:00;20170212 15:00;0.9;0.4
H2S;uur;µg/m³;20170212 15:00;20170212 16:00;0.4;0.5
H2S;uur;µg/m³;20170212 16:00;20170212 17:00;0.6;0.4
H2S;uur;µg/m³;20170212 17:00;20170212 18:00;0.2;0.2
H2S;uur;µg/m³;20170212 18:00;20170212 19:00;0.7;0.8
H2S;uur;µg/m³;20170212 19:00;20170212 20:00;0.4;0.8
H2S;uur;µg/m³;20170212 20:00;20170212 21:00;0.3;0.5
H2S;uur;µg/m³;20170212 21:00;20170212 22:00;0.7;0.5
H2S;uur;µg/m³;20170212 22:00;20170212 23:00;0.5;
H2S;uur;µg/m³;20170212 23:00;20170213 00:00;0.5;0.2
H2S;uur;µg/m³;20170213 00:00;20170213 01:00;0.4;0.2
H2S;uur;µg/m³;20170213 01:00;20170213 02:00;0.6;0.4
H2S;uur;µg/m³;20170213 02:00;20170213 03:00;0.4;0.5
H2S;uur;µg/m³;20170213 03:00;20170213 04:00;0.5;0.6
H2S;uur;µg/m³;20170213 04:00;20170213 05:00;0.2;0.6
H2S;uur;µg/m³;20170213 05:00;20170213 06:00;0.4;0.2
H2S;uur;µg/m³;20170213 06:00;20170213 07:00;0.7;0.5
H2S;uur;µg/m³;20170213 07:00;20170213 08:00;0.8;0.6
H2S;uur;µg/m³;20170213 08:00;20170213 09:00;1;0.5
H2S;uur;µg/m³;20170213 09:00;20170213 10:00;0.7;0.4
H2S;uur;µg/m³;20170213 10:00;20170213 11:00;1;0.6
H2S;uur;µg/m³;20170213 11:00;20170213 12:00;0.5;0.2
H2S;uur;µg/m³;20170213 12:00;20170213 13:00;0.5;0.6
H2S;uur;µg/m³;20170213 13:00;20170213 14:00;0.6;0.6
H2S;uur;µg/m³;20170213 14:00;20170213 15:00;0.8;0.9
H2S;uur;µg/m³;20170213 15:00;20170213 16:00;1.2;0.5
H2S;uur;µg/m³;20170213 16:00;20170213 17:00;0.8;0.4
H2S;uur;µg/m³;20170213 17:00;20170213 18:00;1.1;1.5
H2S;uur;µg/m³;20170213 18:00;20170213 19:00;0.9;1.1
H2S;uur;µg/m³;20170213 19:00;20170213 20:00;0.6;0.6
H2S;uur;µg/m³;20170213 20:00;20170213 21:00;0.8;0.4
H2S;uur;µg/m³;20170213 21:00;20170213 22:00;0.8;0.8
H2S;uur;µg/m³;20170213 22:00;20170213 23:00;1.1;0.4
H2S;uur;µg/m³;20170213 23:00;20170214 00:00;0.9;0.4
H2S;uur;µg/m³;20170214 00:00;20170214 01:00;0.8;0.4
H2S;uur;µg/m³;20170214 01:00;20170214 02:00;0.7;0.6
H2S;uur;µg/m³;20170214 02:00;20170214 03:00;;0.6
H2S;uur;µg/m³;20170214 03:00;20170214 04:00;0.8;0.6
H2S;uur;µg/m³;20170214 04:00;20170214 05:00;1.3;0.6
H2S;uur;µg/m³;20170214 05:00;20170214 06:00;0.9;0.5
H2S;uur;µg/m³;20170214 06:00;20170214 07:00;1.1;0.4
H2S;uur;µg/m³;20170214 07:00;20170214 08:00;1.1;0.7
H2S;uur;µg/m³;20170214 08:00;20170214 09:00;0.7;0.7
H2S;uur;µg/m³;20170214 09:00;20170214 10:00;1;0.6
H2S;uur;µg/m³;20170214 10:00;20170214 11:00;1.1;0.6
H2S;uur;µg/m³;20170214 11:00;20170214 12:00;0.9;0.7
H2S;uur;µg/m³;20170214 12:00;20170214 13:00;0.9;0.4
H2S;uur;µg/m³;20170214 13:00;20170214 14:00;0.4;0.6
H2S;uur;µg/m³;20170214 14:00;20170214 15:00;0.7;0.8
H2S;uur;µg/m³;20170214 15:00;20170214 16:00;0.5;0.8
H2S;uur;µg/m³;20170214 16:00;20170214 17:00;0.8;0.6
H2S;uur;µg/m³;20170214 17:00;20170214 18:00;1;1
H2S;uur;µg/m³;20170214 18:00;20170214 19:00;1.1;0.7
H2S;uur;µg/m³;20170214 19:00;20170214 20:00;1.2;1.1
H2S;uur;µg/m³;20170214 20:00;20170214 21:00;0.7;0.6
H2S;uur;µg/m³;20170214 21:00;20170214 22:00;1;0.7
H2S;uur;µg/m³;20170214 22:00;20170214 23:00;1.1;0.4
H2S;uur;µg/m³;20170214 23:00;20170215 00:00;0.9;2.4
H2S;uur;µg/m³;20170215 00:00;20170215 01:00;1.1;
H2S;uur;µg/m³;20170215 01:00;20170215 02:00;1.4;2.4
H2S;uur;µg/m³;20170215 02:00;20170215 03:00;1.5;4.6
H2S;uur;µg/m³;20170215 03:00;20170215 04:00;1.4;4.7
H2S;uur;µg/m³;20170215 04:00;20170215 05:00;1.3;3.3
H2S;uur;µg/m³;20170215 05:00;20170215 06:00;1.3;2.7
H2S;uur;µg/m³;20170215 06:00;20170215 07:00;1.9;2.3
H2S;uur;µg/m³;20170215 07:00;20170215 08:00;1.4;4.1
H2S;uur;µg/m³;20170215 08:00;20170215 09:00;1.5;2.6
H2S;uur;µg/m³;20170215 09:00;20170215 10:00;1.3;2.4
H2S;uur;µg/m³;20170215 10:00;20170215 11:00;1.5;2.7
H2S;uur;µg/m³;20170215 11:00;20170215 12:00;1.3;2.8
H2S;uur;µg/m³;20170215 12:00;20170215 13:00;1.2;2.1
H2S;uur;µg/m³;20170215 13:00;20170215 14:00;1.3;2.3
H2S;uur;µg/m³;20170215 14:00;20170215 15:00;1.4;2.3
H2S;uur;µg/m³;20170215 15:00;20170215 16:00;0.9;2.2
H2S;uur;µg/m³;20170215 16:00;20170215 17:00;1;2.1
H2S;uur;µg/m³;20170215 17:00;20170215 18:00;1.5;3.2
H2S;uur;µg/m³;20170215 18:00;20170215 19:00;0.7;2.5
H2S;uur;µg/m³;20170215 19:00;20170215 20:00;0.8;1.4
H2S;uur;µg/m³;20170215 20:00;20170215 21:00;0.5;2.3
H2S;uur;µg/m³;20170215 21:00;20170215 22:00;0.4;5.6
H2S;uur;µg/m³;20170215 22:00;20170215 23:00;0.4;3.9
H2S;uur;µg/m³;20170215 23:00;20170216 00:00;0.3;3.5
H2S;uur;µg/m³;20170216 00:00;20170216 01:00;0.3;1.5
H2S;uur;µg/m³;20170216 01:00;20170216 02:00;0.6;1.4
H2S;uur;µg/m³;20170216 02:00;20170216 03:00;0.5;1.4
H2S;uur;µg/m³;20170216 03:00;20170216 04:00;0.3;4.8
H2S;uur;µg/m³;20170216 04:00;20170216 05:00;;2.9
H2S;uur;µg/m³;20170216 05:00;20170216 06:00;0.4;3.4
H2S;uur;µg/m³;20170216 06:00;20170216 07:00;0.3;2.1
H2S;uur;µg/m³;20170216 07:00;20170216 08:00;0;2.8
H2S;uur;µg/m³;20170216 08:00;20170216 09:00;0.1;3.1
H2S;uur;µg/m³;20170216 09:00;20170216 10:00;0.1;2.5
H2S;uur;µg/m³;20170216 10:00;20170216 11:00;0.4;1.4
H2S;uur;µg/m³;20170216 11:00;20170216 12:00;0.2;1.7
H2S;uur;µg/m³;20170216 12:00;20170216 13:00;0.2;1.5
H2S;uur;µg/m³;20170216 13:00;20170216 14:00;0.2;1.4
H2S;uur;µg/m³;20170216 14:00;20170216 15:00;0.1;0.8
H2S;uur;µg/m³;20170216 15:00;20170216 16:00;0.1;0.7
H2S;uur;µg/m³;20170216 16:00;20170216 17:00;0.2;1.1
H2S;uur;µg/m³;20170216 17:00;20170216 18:00;0.6;2.5
H2S;uur;µg/m³;20170216 18:00;20170216 19:00;0.2;2.3
H2S;uur;µg/m³;20170216 19:00;20170216 20:00;0.2;1.7
H2S;uur;µg/m³;20170216 20:00;20170216 21:00;0.2;1.1
H2S;uur;µg/m³;20170216 21:00;20170216 22:00;0.2;0.7
H2S;uur;µg/m³;20170216 22:00;20170216 23:00;0.3;1.1
H2S;uur;µg/m³;20170216 23:00;20170217 00:00;0.3;1.4
H2S;uur;µg/m³;20170217 00:00;20170217 01:00;0.3;1.1
H2S;uur;µg/m³;20170217 01:00;20170217 02:00;0.4;0.8
H2S;uur;µg/m³;20170217 02:00;20170217 03:00;0.1;
H2S;uur;µg/m³;20170217 03:00;20170217 04:00;0.4;2.8
H2S;uur;µg/m³;20170217 04:00;20170217 05:00;0.3;3.4
H2S;uur;µg/m³;20170217 05:00;20170217 06:00;0.1;2.7
H2S;uur;µg/m³;20170217 06:00;20170217 07:00;0.4;3.2
H2S;uur;µg/m³;20170217 07:00;20170217 08:00;0.4;2.7
H2S;uur;µg/m³;20170217 08:00;20170217 09:00;0.1;2.9
H2S;uur;µg/m³;20170217 09:00;20170217 10:00;0;2.4
H2S;uur;µg/m³;20170217 10:00;20170217 11:00;0.2;2.9
H2S;uur;µg/m³;20170217 11:00;20170217 12:00;0.3;3.2
H2S;uur;µg/m³;20170217 12:00;20170217 13:00;0.4;2.5
H2S;uur;µg/m³;20170217 13:00;20170217 14:00;0.5;2.6
H2S;uur;µg/m³;20170217 14:00;20170217 15:00;0.4;2.6
H2S;uur;µg/m³;20170217 15:00;20170217 16:00;0.2;2.5
H2S;uur;µg/m³;20170217 16:00;20170217 17:00;0.3;2.6
H2S;uur;µg/m³;20170217 17:00;20170217 18:00;0.3;2.9
H2S;uur;µg/m³;20170217 18:00;20170217 19:00;0.3;3.1
H2S;uur;µg/m³;20170217 19:00;20170217 20:00;0.1;2.6
H2S;uur;µg/m³;20170217 20:00;20170217 21:00;0.4;3.1
H2S;uur;µg/m³;20170217 21:00;20170217 22:00;0.1;2.9
H2S;uur;µg/m³;20170217 22:00;20170217 23:00;0.5;2.9
H2S;uur;µg/m³;20170217 23:00;20170218 00:00;0.4;3
H2S;uur;µg/m³;20170218 00:00;20170218 01:00;0.3;2.9
H2S;uur;µg/m³;20170218 01:00;20170218 02:00;0.2;3.1
H2S;uur;µg/m³;20170218 02:00;20170218 03:00;0.1;2.7
H2S;uur;µg/m³;20170218 03:00;20170218 04:00;0.1;3.1
H2S;uur;µg/m³;20170218 04:00;20170218 05:00;0.3;2.9
H2S;uur;µg/m³;20170218 05:00;20170218 06:00;0.2;4.3
H2S;uur;µg/m³;20170218 06:00;20170218 07:00;;4
H2S;uur;µg/m³;20170218 07:00;20170218 08:00;0.3;4.1
H2S;uur;µg/m³;20170218 08:00;20170218 09:00;0.3;4.3
H2S;uur;µg/m³;20170218 09:00;20170218 10:00;0.4;3.4
H2S;uur;µg/m³;20170218 10:00;20170218 11:00;0.5;5.1
H2S;uur;µg/m³;20170218 11:00;20170218 12:00;0.7;4.6
H2S;uur;µg/m³;20170218 12:00;20170218 13:00;0.5;4.4
H2S;uur;µg/m³;20170218 13:00;20170218 14:00;0.7;4.7
H2S;uur;µg/m³;20170218 14:00;20170218 15:00;0.9;7.2
H2S;uur;µg/m³;20170218 15:00;20170218 16:00;0.9;5.1
H2S;uur;µg/m³;20170218 16:00;20170218 17:00;0.9;4.1
H2S;uur;µg/m³;20170218 17:00;20170218 18:00;1.2;7.8
H2S;uur;µg/m³;20170218 18:00;20170218 19:00;1;8
H2S;uur;µg/m³;20170218 19:00;20170218 20:00;0.6;7.4
H2S;uur;µg/m³;20170218 20:00;20170218 21:00;1;9.5
H2S;uur;µg/m³;20170218 21:00;20170218 22:00;0.7;11.3
H2S;uur;µg/m³;20170218 22:00;20170218 23:00;1;9.7
H2S;uur;µg/m³;20170218 23:00;20170219 00:00;0.9;5.2
H2S;uur;µg/m³;20170219 00:00;20170219 01:00;0.5;3.9
H2S;uur;µg/m³;20170219 01:00;20170219 02:00;0.6;6.3
H2S;uur;µg/m³;20170219 02:00;20170219 03:00;0.6;6.5
H2S;uur;µg/m³;20170219 03:00;20170219 04:00;0.8;4.6
H2S;uur;µg/m³;20170219 04:00;20170219 05:00;0.4;
H2S;uur;µg/m³;20170219 05:00;20170219 06:00;0.2;0.1
H2S;uur;µg/m³;20170219 06:00;20170219 07:00;0.4;0
H2S;uur;µg/m³;20170219 07:00;20170219 08:00;0.4;0.1
H2S;uur;µg/m³;20170219 08:00;20170219 09:00;0.3;0.1
H2S;uur;µg/m³;20170219 09:00;20170219 10:00;0.3;0
H2S;uur;µg/m³;20170219 10:00;20170219 11:00;0.3;0.2
H2S;uur;µg/m³;20170219 11:00;20170219 12:00;0.9;0
H2S;uur;µg/m³;20170219 12:00;20170219 13:00;0.6;0
H2S;uur;µg/m³;20170219 13:00;20170219 14:00;0.3;0
H2S;uur;µg/m³;20170219 14:00;20170219 15:00;0.5;0.1
H2S;uur;µg/m³;20170219 15:00;20170219 16:00;0.2;0
H2S;uur;µg/m³;20170219 16:00;20170219 17:00;0.6;0.1
H2S;uur;µg/m³;20170219 17:00;20170219 18:00;0.5;0.1
H2S;uur;µg/m³;20170219 18:00;20170219 19:00;0.5;0.1
H2S;uur;µg/m³;20170219 19:00;20170219 20:00;0.3;0.1
H2S;uur;µg/m³;20170219 20:00;20170219 21:00;0.9;0.1
H2S;uur;µg/m³;20170219 21:00;20170219 22:00;0.8;1.1
H2S;uur;µg/m³;20170219 22:00;20170219 23:00;0.6;0.3
H2S;uur;µg/m³;20170219 23:00;20170220 00:00;0.5;0.2
H2S;uur;µg/m³;20170220 00:00;20170220 01:00;0.6;0
H2S;uur;µg/m³;20170220 01:00;20170220 02:00;0.9;0.1
H2S;uur;µg/m³;20170220 02:00;20170220 03:00;0.3;0.1
H2S;uur;µg/m³;20170220 03:00;20170220 04:00;0.4;1.1
H2S;uur;µg/m³;20170220 04:00;20170220 05:00;0.4;0.6
H2S;uur;µg/m³;20170220 05:00;20170220 06:00;0.3;0.1
H2S;uur;µg/m³;20170220 06:00;20170220 07:00;0.6;0
H2S;uur;µg/m³;20170220 07:00;20170220 08:00;0.8;0.3
H2S;uur;µg/m³;20170220 08:00;20170220 09:00;;0.1
H2S;uur;µg/m³;20170220 09:00;20170220 10:00;0.1;0
H2S;uur;µg/m³;20170220 10:00;20170220 11:00;0.2;0.1
H2S;uur;µg/m³;20170220 11:00;20170220 12:00;0.2;0
H2S;uur;µg/m³;20170220 12:00;20170220 13:00;0.1;0
H2S;uur;µg/m³;20170220 13:00;20170220 14:00;0.2;0.1
H2S;uur;µg/m³;20170220 14:00;20170220 15:00;0.2;0
H2S;uur;µg/m³;20170220 15:00;20170220 16:00;0.3;0
H2S;uur;µg/m³;20170220 16:00;20170220 17:00;0.3;0.2
H2S;uur;µg/m³;20170220 17:00;20170220 18:00;0.2;0
H2S;uur;µg/m³;20170220 18:00;20170220 19:00;0.3;0.1
H2S;uur;µg/m³;20170220 19:00;20170220 20:00;0.2;0
H2S;uur;µg/m³;20170220 20:00;20170220 21:00;0.1;0
H2S;uur;µg/m³;20170220 21:00;20170220 22:00;0.1;0
H2S;uur;µg/m³;20170220 22:00;20170220 23:00;0.2;0
H2S;uur;µg/m³;20170220 23:00;20170221 00:00;0.2;0
H2S;uur;µg/m³;20170221 00:00;20170221 01:00;0.6;0
H2S;uur;µg/m³;20170221 01:00;20170221 02:00;0.2;0
H2S;uur;µg/m³;20170221 02:00;20170221 03:00;0.4;0
H2S;uur;µg/m³;20170221 03:00;20170221 04:00;0.3;0
H2S;uur;µg/m³;20170221 04:00;20170221 05:00;0.1;0
H2S;uur;µg/m³;20170221 05:00;20170221 06:00;0.1;0.1
H2S;uur;µg/m³;20170221 06:00;20170221 07:00;0.5;
H2S;uur;µg/m³;20170221 07:00;20170221 08:00;0.2;0.5
H2S;uur;µg/m³;20170221 08:00;20170221 09:00;0.1;0.5
H2S;uur;µg/m³;20170221 09:00;20170221 10:00;0.4;0.8
H2S;uur;µg/m³;20170221 10:00;20170221 11:00;0.3;0.7
H2S;uur;µg/m³;20170221 11:00;20170221 12:00;0.3;0.5
H2S;uur;µg/m³;20170221 12:00;20170221 13:00;0.2;0.5
H2S;uur;µg/m³;20170221 13:00;20170221 14:00;0.3;0.8
H2S;uur;µg/m³;20170221 14:00;20170221 15:00;0.3;0.5
H2S;uur;µg/m³;20170221 15:00;20170221 16:00;0.5;0.8
H2S;uur;µg/m³;20170221 16:00;20170221 17:00;0.8;1.9
H2S;uur;µg/m³;20170221 17:00;20170221 18:00;0.2;3.6
H2S;uur;µg/m³;20170221 18:00;20170221 19:00;0.1;6.2
H2S;uur;µg/m³;20170221 19:00;20170221 20:00;0.1;6.3
H2S;uur;µg/m³;20170221 20:00;20170221 21:00;0.1;4.5
H2S;uur;µg/m³;20170221 21:00;20170221 22:00;0.1;2.4
H2S;uur;µg/m³;20170221 22:00;20170221 23:00;0.3;0.9
H2S;uur;µg/m³;20170221 23:00;20170222 00:00;0;0.9
H2S;uur;µg/m³;20170222 00:00;20170222 01:00;0.2;1
H2S;uur;µg/m³;20170222 01:00;20170222 02:00;0.1;1.1
H2S;uur;µg/m³;20170222 02:00;20170222 03:00;0.1;1.1
H2S;uur;µg/m³;20170222 03:00;20170222 04:00;0.1;0.4
H2S;uur;µg/m³;20170222 04:00;20170222 05:00;0.2;0.5
H2S;uur;µg/m³;20170222 05:00;20170222 06:00;0.3;0.7
H2S;uur;µg/m³;20170222 06:00;20170222 07:00;0.4;0.9
H2S;uur;µg/m³;20170222 07:00;20170222 08:00;0.2;0.7
H2S;uur;µg/m³;20170222 08:00;20170222 09:00;0.2;0.4
H2S;uur;µg/m³;20170222 09:00;20170222 10:00;0.2;0.9
H2S;uur;µg/m³;20170222 10:00;20170222 11:00;;0.9
H2S;uur;µg/m³;20170222 11:00;20170222 12:00;0.6;0.7
H2S;uur;µg/m³;20170222 12:00;20170222 13:00;0.1;0.9
