Accreditatienummer;https://www.rva.nl/alle-geaccrediteerden/;;;StationsGebied;stad;stad;voorstad;regionaal;regionaal;regionaal;regionaal;regionaal;regionaal;stad;stad;stad;regionaal
;;;;StationsType;industrie;achtergrond;industrie;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;industrie;industrie;industrie
;;;;Meetprincipe;Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F);Ultraviolet fluorescentie (UV-F)
;;;;Meetopstelling;Teledyne API 100E UV Fluorescent SO2 Analyser;Teledyne API 100E UV Fluorescent SO2 Analyser;Teledyne API 100E UV Fluorescent SO2 Analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser;Thermo model 43i SO2 analyser
;;;;Accreditatienummer;L520;L520;L520;L224;L224;L224;L224;L224;L224;L426;L426;L426;L426
Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL01484;NL01485;NL01496;NL10133;NL10318;NL10444;NL10644;NL10722;NL10934;NL49016;NL49551;NL49553;NL49704
SO2;uur;µg/m³;20220120 00:00;20220120 01:00;1.2;2.8;0.4;0.05;0.33;0.15;0.06;-0.05;0.12;0.5;3.3;0.6;0
SO2;uur;µg/m³;20220120 01:00;20220120 02:00;1;4.4;0.3;0.03;0.26;0.15;0.05;-0.05;0.13;0.6;1.6;;0
SO2;uur;µg/m³;20220120 02:00;20220120 03:00;0.8;4.2;0.5;0.05;0.31;0.15;0.04;-0.05;0.11;1.3;4.6;0.5;0
SO2;uur;µg/m³;20220120 03:00;20220120 04:00;0.6;6.6;0.4;0.09;0.26;0.17;0;-0.06;0.14;2.7;13.6;0.3;0
SO2;uur;µg/m³;20220120 04:00;20220120 05:00;0.5;4.1;0.6;0.3;0.32;0.02;0.19;0.25;0;0.8;29.2;0.7;0
SO2;uur;µg/m³;20220120 05:00;20220120 06:00;0.5;4.1;0.4;0.33;0.26;0.01;0.21;0.24;0;0.6;29.5;0.8;-0.1
SO2;uur;µg/m³;20220120 06:00;20220120 07:00;0.4;1.8;0.3;0.33;0.26;0.06;0.19;0.2;-0.02;0.6;31.1;0.9;0
SO2;uur;µg/m³;20220120 07:00;20220120 08:00;0.5;1.7;0.2;0.33;1;0.01;0.23;0.2;-0.01;0.8;28.9;0.8;0
SO2;uur;µg/m³;20220120 08:00;20220120 09:00;0.4;1.9;0.3;0.25;1.25;0.04;0.26;0.26;-0.02;0.8;38;0.8;0
SO2;uur;µg/m³;20220120 09:00;20220120 10:00;0.4;5.1;0.3;0.26;0.95;0.05;0.38;0.24;0.01;0.5;44.1;0.7;0
SO2;uur;µg/m³;20220120 10:00;20220120 11:00;0.5;3;0.4;0.3;0.53;0.01;0.34;0.23;0.04;0.8;51.4;0.6;0
SO2;uur;µg/m³;20220120 11:00;20220120 12:00;0.5;5.4;0.4;0.4;0.44;0.04;0.59;0.23;0.04;0.6;37.2;0.6;0
SO2;uur;µg/m³;20220120 12:00;20220120 13:00;0.5;5.4;0.3;0.39;0.49;0.08;0.29;0.26;0.06;1.1;37;0.1;0
SO2;uur;µg/m³;20220120 13:00;20220120 14:00;0.5;6.3;0.3;0.45;0.34;0.08;0.31;0.22;0.03;0.6;16.1;0.1;0
SO2;uur;µg/m³;20220120 14:00;20220120 15:00;0.2;5.1;0.4;0.6;0.3;0.05;0.27;0.25;0.02;0.7;24.6;0.6;0
SO2;uur;µg/m³;20220120 15:00;20220120 16:00;0.2;2.6;0.2;0.42;0.3;0.06;0.31;0.23;0.03;0.5;27.3;0.6;0
SO2;uur;µg/m³;20220120 16:00;20220120 17:00;0.4;3.4;0.1;0.29;0.34;0.04;0.2;0.23;0.01;0.4;47.3;0.8;0
SO2;uur;µg/m³;20220120 17:00;20220120 18:00;0.7;2;0.1;0.31;0.45;0.04;0.3;0.21;0.03;0.6;36.1;0.5;0
SO2;uur;µg/m³;20220120 18:00;20220120 19:00;0.2;2.5;0.2;0.31;0.38;0.05;0.25;0.24;0.01;0.4;20.6;0.2;0
SO2;uur;µg/m³;20220120 19:00;20220120 20:00;0.2;3.5;0.1;0.31;0.53;0.04;0.28;0.22;0.03;0.5;38.9;0.1;0
SO2;uur;µg/m³;20220120 20:00;20220120 21:00;-0.1;3.9;0.1;0.28;0.45;0.05;0.21;0.25;0.05;0.7;51.6;0.9;0
SO2;uur;µg/m³;20220120 21:00;20220120 22:00;0.2;1.7;0.2;0.33;0.72;0.04;0.6;0.22;0.05;0.6;37.4;0.8;0
SO2;uur;µg/m³;20220120 22:00;20220120 23:00;0.2;3.9;-0.1;0.34;1.16;0.02;0.66;0.25;0.02;0.6;15.4;0.4;0
SO2;uur;µg/m³;20220120 23:00;20220121 00:00;2.5;5;0;0.3;0.53;0.05;0.34;0.23;0.03;0.8;11.2;1;0
SO2;uur;µg/m³;20220121 00:00;20220121 01:00;0.3;4.8;-0.2;0.34;0.53;0.06;0.35;0.21;0.05;1;43.3;0.3;-0.1
SO2;uur;µg/m³;20220121 01:00;20220121 02:00;0.4;3.1;0;0.39;0.34;0.05;0.46;0.21;0.01;0.8;31.8;0.6;-0.1
SO2;uur;µg/m³;20220121 02:00;20220121 03:00;0.3;3.1;0;0.4;0.32;0.03;0.31;0.21;0.01;1.3;40.2;1.2;0
SO2;uur;µg/m³;20220121 03:00;20220121 04:00;0.6;3.4;-0.1;0.45;0.25;0.05;0.27;0.19;0.02;1.5;37.8;1.1;-0.1
SO2;uur;µg/m³;20220121 04:00;20220121 05:00;0.6;1.7;0.1;0.41;0.69;0.07;0.15;0.25;0.18;1;30.6;0;-0.1
SO2;uur;µg/m³;20220121 05:00;20220121 06:00;0.4;2.2;0.1;0.44;0.28;0.07;0.1;0.24;0.17;1.1;;1;0
SO2;uur;µg/m³;20220121 06:00;20220121 07:00;0.3;1.6;-0.2;0.47;0.36;0.06;0.13;0.24;0.17;0.7;18.6;0.6;0
SO2;uur;µg/m³;20220121 07:00;20220121 08:00;1;4.2;-0.2;0.49;0.32;0.08;0.12;0.26;0.16;1.2;25.7;0.7;0
SO2;uur;µg/m³;20220121 08:00;20220121 09:00;0.8;4.4;-0.2;0.49;0.28;0.07;0.12;0.25;0.2;1;23.7;0.3;0
SO2;uur;µg/m³;20220121 09:00;20220121 10:00;1.1;4.1;0;0.58;0.3;0.07;0.16;0.24;0.2;0.8;5.7;0.7;0
SO2;uur;µg/m³;20220121 10:00;20220121 11:00;1.6;3;-0.1;0.75;0.31;0.08;0.32;0.27;0.22;0.7;4.1;-0.2;0
SO2;uur;µg/m³;20220121 11:00;20220121 12:00;1.1;3.1;-0.1;1.07;0.3;0.09;0.26;0.29;0.23;0.9;5.9;1.3;0
SO2;uur;µg/m³;20220121 12:00;20220121 13:00;0.9;3.5;0.1;1.08;0.31;0.1;0.17;0.28;0.21;0.8;4.3;0.4;0.1
SO2;uur;µg/m³;20220121 13:00;20220121 14:00;0.8;4.1;-0.1;1.14;0.38;0.09;0.16;0.34;0.2;1.6;2.9;0.5;0
SO2;uur;µg/m³;20220121 14:00;20220121 15:00;1.1;2.4;1.3;1.01;0.35;0.08;0.16;0.32;0.21;1;1.9;1;0.1
SO2;uur;µg/m³;20220121 15:00;20220121 16:00;2.3;1.6;0.3;0.79;0.44;0.07;0.17;0.38;0.17;0.7;2.7;0.1;0
SO2;uur;µg/m³;20220121 16:00;20220121 17:00;3;2.1;0.2;0.7;0.42;0.08;0.16;0.31;0.19;0.5;1.4;0.4;0
SO2;uur;µg/m³;20220121 17:00;20220121 18:00;1.8;1.3;0;0.61;0.29;0.06;0.15;0.31;0.19;0.6;1.7;0.2;0.2
SO2;uur;µg/m³;20220121 18:00;20220121 19:00;3.5;1.6;0.3;0.5;0.29;0.11;0.2;0.26;0.16;0.7;1.7;0.3;0.1
SO2;uur;µg/m³;20220121 19:00;20220121 20:00;4.7;2;0.3;0.45;0.31;0.06;0.24;0.26;0.19;0.6;0.9;0.1;0.1
SO2;uur;µg/m³;20220121 20:00;20220121 21:00;3.7;4.6;0.1;0.47;0.35;0.04;0.21;0.29;0.16;0.5;1.2;0.2;0.1
SO2;uur;µg/m³;20220121 21:00;20220121 22:00;1.7;4.7;0;0.66;0.35;0.05;0.26;0.27;0.13;0.4;1.7;0.6;0.1
SO2;uur;µg/m³;20220121 22:00;20220121 23:00;1.1;2.4;-0.1;0.67;0.26;0.04;0.16;0.29;0.15;0.5;1.6;1;0
SO2;uur;µg/m³;20220121 23:00;20220122 00:00;0.9;1.7;-0.1;0.58;0.3;0.08;0.13;0.28;0.18;0.4;3.1;0.2;0
SO2;uur;µg/m³;20220122 00:00;20220122 01:00;1.2;1.7;0.1;0.62;0.3;0.09;0.22;0.27;0.13;0.4;3.6;1.2;0
SO2;uur;µg/m³;20220122 01:00;20220122 02:00;1.6;2.1;0;0.56;0.29;0.08;0.18;0.28;0.14;0.4;1.9;0.6;0
SO2;uur;µg/m³;20220122 02:00;20220122 03:00;1.5;1.9;0;0.47;0.31;0.07;0.2;0.3;0.15;1.2;11.5;0.3;0
SO2;uur;µg/m³;20220122 03:00;20220122 04:00;1.2;2;-0.1;0.46;0.33;0.06;0.19;0.26;0.15;1.7;10.6;;-0.1
SO2;uur;µg/m³;20220122 04:00;20220122 05:00;1.5;3.3;-0.2;0.47;0.24;-0.06;0.13;0.22;-0.1;0.7;11;0.8;0.1
SO2;uur;µg/m³;20220122 05:00;20220122 06:00;2.1;3.3;-0.1;0.5;0.23;-0.08;0.13;0.21;-0.15;1.8;5.2;0.8;0
SO2;uur;µg/m³;20220122 06:00;20220122 07:00;1.8;3.5;-0.3;0.47;0.17;-0.1;0.1;0.2;-0.13;0.9;6;1.4;0
SO2;uur;µg/m³;20220122 07:00;20220122 08:00;2.5;2.4;-0.2;0.5;0.15;-0.09;0.06;0.23;-0.13;1.1;6.5;0.7;0
SO2;uur;µg/m³;20220122 08:00;20220122 09:00;1.7;2;-0.1;0.46;0.15;-0.09;0.1;0.2;-0.15;1.1;6.2;-0.1;0
SO2;uur;µg/m³;20220122 09:00;20220122 10:00;1.9;1.8;0;0.49;0.13;-0.09;0.14;0.17;-0.1;1.2;3.7;0.3;0
SO2;uur;µg/m³;20220122 10:00;20220122 11:00;1.1;1.5;0;0.46;0.11;-0.09;0.16;0.21;-0.11;1.1;2.6;1.3;0
SO2;uur;µg/m³;20220122 11:00;20220122 12:00;3.3;1.9;0.5;0.43;0.14;-0.1;0.19;0.19;-0.07;1.1;2.3;0.5;0.3
SO2;uur;µg/m³;20220122 12:00;20220122 13:00;5;1.7;0.7;0.43;0.14;-0.11;0.2;0.21;-0.1;1.2;1.3;-0.2;0.4
SO2;uur;µg/m³;20220122 13:00;20220122 14:00;3.2;1.6;;0.55;0.07;-0.11;0.16;0.21;-0.17;0.8;1.3;0.3;1
SO2;uur;µg/m³;20220122 14:00;20220122 15:00;3.3;1.1;0.6;0.56;0.15;-0.11;0.21;0.22;-0.12;0.8;0.7;0;0.5
SO2;uur;µg/m³;20220122 15:00;20220122 16:00;2.6;2;0.3;0.54;0.16;-0.13;0.19;0.18;-0.14;1.5;2.1;1.2;1.7
SO2;uur;µg/m³;20220122 16:00;20220122 17:00;2.8;3.6;0.7;0.61;0.16;-0.12;0.14;0.19;-0.11;0.8;2.6;0.7;0.7
SO2;uur;µg/m³;20220122 17:00;20220122 18:00;4;2.3;1.1;0.4;0.17;-0.11;0.13;0.23;-0.16;0.9;2.4;0.3;0.1
SO2;uur;µg/m³;20220122 18:00;20220122 19:00;3.2;2.6;0.3;0.44;0.14;-0.09;0.18;0.23;-0.13;0.5;1;0.9;0.1
SO2;uur;µg/m³;20220122 19:00;20220122 20:00;1.9;4;0.3;0.38;0.09;-0.13;0.17;0.21;-0.11;0.5;2;0.6;0.8
SO2;uur;µg/m³;20220122 20:00;20220122 21:00;1.5;3;0.1;0.32;0.07;-0.14;0.16;0.2;-0.1;0.9;1.6;0.8;1
SO2;uur;µg/m³;20220122 21:00;20220122 22:00;2.5;1.9;0.5;0.3;0.04;-0.13;0.17;0.16;-0.12;0.6;2.2;0;0.3
SO2;uur;µg/m³;20220122 22:00;20220122 23:00;1.6;1.9;0.3;0.35;0.1;-0.09;0.3;0.22;-0.14;0.8;1.7;1.5;1.8
SO2;uur;µg/m³;20220122 23:00;20220123 00:00;1.7;1.2;0;0.32;0.06;-0.07;0.27;0.2;-0.14;1.4;1.8;0.7;2.2
SO2;uur;µg/m³;20220123 00:00;20220123 01:00;2;1.3;0;0.36;0.15;0.01;0.3;0.2;-0.08;0.9;2.3;0.7;1.7
SO2;uur;µg/m³;20220123 01:00;20220123 02:00;2.4;2;0.4;0.26;0.09;0.02;0.24;0.23;-0.14;0.7;1;0.2;1.1
SO2;uur;µg/m³;20220123 02:00;20220123 03:00;2.5;1.4;0.4;0.29;0.08;0.09;0.25;0.21;-0.13;0.9;7.7;0.9;0.4
SO2;uur;µg/m³;20220123 03:00;20220123 04:00;1.9;0.9;0.1;0.29;0.11;0.02;0.21;0.22;-0.14;0.8;2.5;1;0.9
SO2;uur;µg/m³;20220123 04:00;20220123 05:00;2.9;1;0.1;0.14;0.17;0.08;-0.05;0.08;0.05;0.4;2.9;0.6;0.9
SO2;uur;µg/m³;20220123 05:00;20220123 06:00;2.8;0.7;0.2;0.17;0.21;0.13;-0.04;0.11;0.02;0.7;1.9;0.3;0.4
SO2;uur;µg/m³;20220123 06:00;20220123 07:00;2.1;0.6;0.1;;;;;;;0.5;1.7;0.1;0.5
SO2;uur;µg/m³;20220123 07:00;20220123 08:00;1;0.5;2.3;0.32;0.32;0.21;0.08;0.75;0.17;0.4;;0.9;0.4
SO2;uur;µg/m³;20220123 08:00;20220123 09:00;1;0.5;1.5;0.22;0.27;0.08;-0.03;0.38;0.07;0.3;1.8;0.6;0.4
SO2;uur;µg/m³;20220123 09:00;20220123 10:00;1;0.8;1.7;0.2;0.26;0.05;0.01;0.29;0.08;0.3;2.4;0.6;0.9
SO2;uur;µg/m³;20220123 10:00;20220123 11:00;0.8;1.2;2.2;0.27;0.28;0.13;0.07;0.25;0.04;0.3;2.5;1.3;0.9
SO2;uur;µg/m³;20220123 11:00;20220123 12:00;1.2;1.2;0.9;0.47;0.32;0.2;0.14;0.25;0.08;0.5;2.1;1.9;1.2
SO2;uur;µg/m³;20220123 12:00;20220123 13:00;1.2;-1.1;0.9;0.41;0.33;0.28;0.14;0.24;0.12;0.8;1.7;1.5;0.8
SO2;uur;µg/m³;20220123 13:00;20220123 14:00;1.8;;2.1;0.38;0.49;0.19;0.04;0.15;0.04;0.6;1.7;0.5;0.6
SO2;uur;µg/m³;20220123 14:00;20220123 15:00;1.1;0.9;1.1;0.43;0.58;0.6;0.05;0.18;0.05;0.5;1.6;1;0.6
SO2;uur;µg/m³;20220123 15:00;20220123 16:00;2.7;0.7;1.2;0.53;0.38;0.89;0.09;0.12;0.03;0.4;2.2;2.1;0.7
SO2;uur;µg/m³;20220123 16:00;20220123 17:00;1.4;0.6;0.8;0.43;0.41;0.74;0.08;0.12;0.02;0.4;1.3;0.8;0.6
SO2;uur;µg/m³;20220123 17:00;20220123 18:00;1;0.8;1.8;0.46;0.38;0.31;0.16;0.11;0.08;0.4;2.4;2.2;0.5
SO2;uur;µg/m³;20220123 18:00;20220123 19:00;1.1;0.9;1.8;0.43;0.27;0.45;0.3;0.1;0.09;0.8;1.5;5;0.9
SO2;uur;µg/m³;20220123 19:00;20220123 20:00;0.7;0.9;1.4;0.4;0.25;0.69;0.23;0.11;0.07;0.9;1.7;6;0.9
SO2;uur;µg/m³;20220123 20:00;20220123 21:00;0.6;0.2;0.6;0.47;0.22;0.82;0.08;0.12;0.05;0.5;1.6;5.7;1
SO2;uur;µg/m³;20220123 21:00;20220123 22:00;0.5;0.7;0.7;0.73;0.26;0.54;0.04;0.1;0.06;0.3;2.8;4;0.7
SO2;uur;µg/m³;20220123 22:00;20220123 23:00;1;0.7;0.4;1.91;0.37;0.2;0.01;0.11;0.08;0.3;2.3;6.5;0.5
SO2;uur;µg/m³;20220123 23:00;20220124 00:00;0.3;0.4;0.2;0.74;0.58;0.1;-0.03;0.41;0.08;0.3;2.9;10.4;0.7
SO2;uur;µg/m³;20220124 00:00;20220124 01:00;0.4;0.6;0.1;0.31;0.55;0.09;-0.02;0.58;0.11;0.3;3.7;10.8;1
SO2;uur;µg/m³;20220124 01:00;20220124 02:00;0.7;0.7;0.5;0.15;0.59;0.07;0.05;0.55;0.12;0.3;1.6;8.1;0.4
SO2;uur;µg/m³;20220124 02:00;20220124 03:00;0.4;0.5;0.6;0.12;0.53;0.02;-0.06;0.8;0.03;0.4;1.8;14;0.1
SO2;uur;µg/m³;20220124 03:00;20220124 04:00;0.5;0.5;-0.1;0.12;0.42;0.05;-0.06;0.6;0.05;0.2;1.8;13.5;0.4
SO2;uur;µg/m³;20220124 04:00;20220124 05:00;0.2;0.4;0.6;0.03;0.26;0.09;0.31;1.03;-0.09;0.3;1.2;10.7;0.4
SO2;uur;µg/m³;20220124 05:00;20220124 06:00;0.8;0.6;0.8;0;0.33;0.06;0.46;1.34;-0.05;0.2;1.8;;0.2
SO2;uur;µg/m³;20220124 06:00;20220124 07:00;1.6;1;1.5;0.02;0.12;0.04;0.71;1.55;-0.08;0.2;1.3;8.8;0.1
SO2;uur;µg/m³;20220124 07:00;20220124 08:00;2.1;0.7;2.6;0.14;0.11;0.07;0.59;2.6;-0.05;0.3;2;4.1;0.1
SO2;uur;µg/m³;20220124 08:00;20220124 09:00;1.7;4.7;2.5;0.25;0.04;0.08;0.65;1.47;-0.05;0.2;2.9;1.9;0.2
SO2;uur;µg/m³;20220124 09:00;20220124 10:00;1.7;4.9;3.4;0.21;0.07;0.1;0.35;1.22;-0.04;0.3;2.7;2.3;0.4
SO2;uur;µg/m³;20220124 10:00;20220124 11:00;1.5;3;2.1;0.3;0.13;0.35;0.25;2.32;-0.04;0.5;0.5;1.9;0.6
SO2;uur;µg/m³;20220124 11:00;20220124 12:00;2;2.4;4;0.37;0.17;0.63;0.22;4.12;-0.05;0.7;2.2;2.2;0.8
SO2;uur;µg/m³;20220124 12:00;20220124 13:00;7.5;2;3.6;1.28;0.69;0.72;0.2;4.03;-0.02;0.7;2.1;5.5;1
SO2;uur;µg/m³;20220124 13:00;20220124 14:00;3.5;1.9;3;2.02;1.01;0.68;0.21;2.33;-0.04;0.8;2.7;;1.2
SO2;uur;µg/m³;20220124 14:00;20220124 15:00;5.1;1.8;1.1;1.07;1.19;0.6;0.19;1.01;-0.04;0.7;2.7;3.8;0.7
SO2;uur;µg/m³;20220124 15:00;20220124 16:00;1.5;2.3;0.4;0.7;0.97;1.34;0.21;0.65;-0.06;0.6;1.6;1.9;1.1
SO2;uur;µg/m³;20220124 16:00;20220124 17:00;2.5;1.2;1.7;0.68;0.82;1.28;0.18;0.66;-0.05;0.4;2.4;2.3;1.2
SO2;uur;µg/m³;20220124 17:00;20220124 18:00;1.9;0.8;0.8;0.39;0.73;0.96;0.32;1;-0.02;0.4;2.8;1.3;0.7
SO2;uur;µg/m³;20220124 18:00;20220124 19:00;0.8;0.9;0.2;0.2;0.65;0.67;0.34;1.03;-0.04;0.3;2.7;1.3;0.4
SO2;uur;µg/m³;20220124 19:00;20220124 20:00;0.7;1;-0.1;0.25;0.34;0.43;0.56;0.7;-0.05;0.3;2.5;0.7;0.2
SO2;uur;µg/m³;20220124 20:00;20220124 21:00;0.5;0.8;-0.1;0.22;0.16;0.34;0.36;0.6;-0.03;0.2;2.4;1.2;0.1
SO2;uur;µg/m³;20220124 21:00;20220124 22:00;1;0.9;-0.1;0.18;0.18;0.33;0.24;0.66;-0.03;0.3;2.2;1.3;0.2
SO2;uur;µg/m³;20220124 22:00;20220124 23:00;3.1;0.8;-0.1;0.17;0.17;1.9;0.25;0.57;-0.01;0.3;1.6;1.4;0.1
SO2;uur;µg/m³;20220124 23:00;20220125 00:00;0.8;0.7;-0.1;0.14;0.14;0.36;0.24;0.58;-0.07;0.3;1.8;1.2;0.1
SO2;uur;µg/m³;20220125 00:00;20220125 01:00;0.8;1;-0.2;0.16;0.19;0.22;0.21;0.5;-0.03;0.3;3.5;1.2;0.1
SO2;uur;µg/m³;20220125 01:00;20220125 02:00;0.7;1.2;0;0.1;0.2;0.14;0.25;0.51;-0.03;0.2;1.5;0.6;0.1
SO2;uur;µg/m³;20220125 02:00;20220125 03:00;0.7;1;0;0.11;0.25;0.14;0.22;0.45;-0.04;0.3;1.5;1.2;0
SO2;uur;µg/m³;20220125 03:00;20220125 04:00;0.6;0.8;-0.2;0.18;0.19;0.11;0.27;0.44;-0.05;0.2;1.5;0.9;0
SO2;uur;µg/m³;20220125 04:00;20220125 05:00;0.4;1;-0.1;0.18;0.11;-0.13;0.31;0.14;0.17;0.3;1.4;0.9;0.1
SO2;uur;µg/m³;20220125 05:00;20220125 06:00;0.8;1.2;0;0.31;1.62;-0.15;0.3;0.2;0.15;0.2;1;0.5;0.1
SO2;uur;µg/m³;20220125 06:00;20220125 07:00;1.3;1.1;0;0.34;2.04;-0.09;0.27;0.14;0.15;0.3;1.1;0.8;0.3
SO2;uur;µg/m³;20220125 07:00;20220125 08:00;0.8;0.9;0.4;0.51;1.11;-0.03;0.31;0.12;0.14;0.3;1;0.5;0.2
SO2;uur;µg/m³;20220125 08:00;20220125 09:00;0.8;1.3;2.2;0.45;0.88;-0.02;0.43;0.14;0.14;0.2;0.9;1;0.2
SO2;uur;µg/m³;20220125 09:00;20220125 10:00;1.5;1.4;2;0.66;0.87;-0.05;0.53;0.11;;0.4;;1.5;0.2
SO2;uur;µg/m³;20220125 10:00;20220125 11:00;1.4;0.4;4.2;0.85;1.06;0.01;0.69;0.12;;0.3;1.7;1.3;0.3
SO2;uur;µg/m³;20220125 11:00;20220125 12:00;2.3;2.8;3;0.74;2.03;-0.01;0.98;0.1;;0.4;1.2;1.3;0.3
SO2;uur;µg/m³;20220125 12:00;20220125 13:00;0.9;1.5;2.2;0.73;2.11;-0.04;0.91;0.08;;0.3;1.6;0.5;0.2
SO2;uur;µg/m³;20220125 13:00;20220125 14:00;1;1.1;1.8;0.9;0.89;0;0.74;0.08;0.16;0.2;1.4;1.4;0.3
SO2;uur;µg/m³;20220125 14:00;20220125 15:00;1.9;0.6;2.5;1.16;0.51;0.06;0.54;0.08;-0.01;0.2;1.8;1.7;0.3
SO2;uur;µg/m³;20220125 15:00;20220125 16:00;3.3;0.9;3.9;1.14;0.61;-0.06;0.4;0.08;-0.03;0.3;1.7;3.3;0.6
SO2;uur;µg/m³;20220125 16:00;20220125 17:00;2.8;0.8;4.2;0.89;1.03;-0.11;0.34;0.09;-0.07;0.2;0.8;7.6;0.8
SO2;uur;µg/m³;20220125 17:00;20220125 18:00;1.2;0.7;2.4;0.73;1.09;-0.14;0.33;0.08;-0.04;0.3;1.3;10.4;1
SO2;uur;µg/m³;20220125 18:00;20220125 19:00;1.5;1.3;4.5;0.72;0.73;-0.1;0.32;0.08;-0.04;0.3;1.7;6.9;2
SO2;uur;µg/m³;20220125 19:00;20220125 20:00;1.8;1.4;6.5;0.74;0.92;-0.13;0.28;0.07;-0.05;0.3;1.6;9.3;0.6
SO2;uur;µg/m³;20220125 20:00;20220125 21:00;3.4;1.4;6.3;0.51;1.56;-0.11;0.36;0.1;-0.04;0.2;1.3;8.9;0.4
SO2;uur;µg/m³;20220125 21:00;20220125 22:00;4.2;1.4;4.1;0.39;1.34;-0.06;0.36;0.08;-0.04;0.2;0.5;5;0.3
SO2;uur;µg/m³;20220125 22:00;20220125 23:00;5.3;1.7;3.1;0.34;0.82;0.05;0.33;0.07;-0.07;0.3;1.5;3.6;0.3
SO2;uur;µg/m³;20220125 23:00;20220126 00:00;4.8;2.6;2.1;0.35;1.01;0;0.36;0.08;-0.07;0.4;1.2;2.5;0.9
SO2;uur;µg/m³;20220126 00:00;20220126 01:00;2.1;1.6;2.1;0.31;1;0.22;0.4;0.07;-0.05;0.4;1.5;7.5;0.6
SO2;uur;µg/m³;20220126 01:00;20220126 02:00;3;1.5;2.1;0.33;0.96;0.38;0.65;0.06;-0.09;0.2;1.4;8.5;0.5
SO2;uur;µg/m³;20220126 02:00;20220126 03:00;1.4;1.5;1.4;0.33;0.7;0.33;0.92;0.06;-0.08;0.2;0.9;15.3;0.7
SO2;uur;µg/m³;20220126 03:00;20220126 04:00;1.6;1.4;1.6;0.38;0.5;0.51;1;0.05;-0.08;0.3;1.5;27;1
SO2;uur;µg/m³;20220126 04:00;20220126 05:00;6;1.2;1.2;0.12;0.72;1.48;1.1;0.05;-0.09;0.6;1.8;25.4;3.1
SO2;uur;µg/m³;20220126 05:00;20220126 06:00;2.9;1.3;0.2;0.2;0.61;0.53;0.5;0.01;-0.11;1.2;1;2.3;2.1
SO2;uur;µg/m³;20220126 06:00;20220126 07:00;2.8;1.2;0.8;0.86;0.45;0.04;0.5;0.04;-0.06;1.4;0.8;2.1;1.9
SO2;uur;µg/m³;20220126 07:00;20220126 08:00;1.9;0.9;0.4;1.68;0.37;-0.01;0.59;0.05;-0.04;0.6;1.3;;0.5
SO2;uur;µg/m³;20220126 08:00;20220126 09:00;1.9;0.9;0.7;0.72;0.33;-0.03;0.74;0.13;-0.06;0.4;1.3;1.5;0.1
SO2;uur;µg/m³;20220126 09:00;20220126 10:00;5.2;1.4;0.2;0.45;0.32;0.06;0.81;0.4;-0.1;0.3;2.3;0.6;0.1
SO2;uur;µg/m³;20220126 10:00;20220126 11:00;4.3;1.2;0.5;0.41;0.35;;0.61;0.61;-0.08;0.4;1.8;2;0.1
SO2;uur;µg/m³;20220126 11:00;20220126 12:00;6.2;1.4;0.5;0.31;0.54;;0.49;0.49;-0.08;0.4;1.6;1.4;0.4
SO2;uur;µg/m³;20220126 12:00;20220126 13:00;2.7;1.3;1.1;0.29;0.64;;0.94;0.51;-0.06;0.4;2.5;1.7;0.2
SO2;uur;µg/m³;20220126 13:00;20220126 14:00;1.5;1.1;0.5;0.36;0.69;;0.67;0.35;-0.05;0.3;2.6;1.2;0.3
SO2;uur;µg/m³;20220126 14:00;20220126 15:00;1.5;1.3;1.8;0.34;0.84;;0.78;0.27;-0.07;0.3;1.6;1.5;0.2
SO2;uur;µg/m³;20220126 15:00;20220126 16:00;2.2;1.9;1.5;0.19;0.81;0.34;0.55;0.29;-0.1;0.3;1.3;1.5;0.1
SO2;uur;µg/m³;20220126 16:00;20220126 17:00;4.6;1.4;1;0.13;0.68;0.22;0.63;0.27;-0.09;0.4;1.3;0.9;0.7
SO2;uur;µg/m³;20220126 17:00;20220126 18:00;9.2;1.4;1.6;0.07;0.59;0.24;0.67;0.23;-0.09;0.3;1.4;1.8;0.5
SO2;uur;µg/m³;20220126 18:00;20220126 19:00;28.6;1.5;1.6;0.11;0.53;0.21;0.71;0.26;-0.05;0.5;0.8;1.2;0.9
SO2;uur;µg/m³;20220126 19:00;20220126 20:00;20.5;1.4;1.3;0.2;0.52;0.2;0.62;0.32;-0.09;0.5;0.8;1.1;0.8
SO2;uur;µg/m³;20220126 20:00;20220126 21:00;5.6;1.2;1.3;0.16;0.56;0.19;0.69;0.3;-0.06;0.7;0.8;0.9;0.9
