Export;EXP-2023-01 (20230706 03:51);;;StationsCode;NL49551;NL49553
H2S;uur;µg/m³;20200104 03:00;20200104 04:00;;0.7
H2S;uur;µg/m³;20200104 04:00;20200104 05:00;;0.6
H2S;uur;µg/m³;20200104 05:00;20200104 06:00;;0.4
H2S;uur;µg/m³;20200104 06:00;20200104 07:00;;0.6
H2S;uur;µg/m³;20200104 07:00;20200104 08:00;;0.8
H2S;uur;µg/m³;20200104 08:00;20200104 09:00;;0.7
H2S;uur;µg/m³;20200104 09:00;20200104 10:00;;0.4
H2S;uur;µg/m³;20200104 10:00;20200104 11:00;;0.5
H2S;uur;µg/m³;20200104 11:00;20200104 12:00;;0.8
H2S;uur;µg/m³;20200104 12:00;20200104 13:00;;0.4
H2S;uur;µg/m³;20200104 13:00;20200104 14:00;;0.2
H2S;uur;µg/m³;20200104 14:00;20200104 15:00;;0.6
H2S;uur;µg/m³;20200104 15:00;20200104 16:00;;0.3
H2S;uur;µg/m³;20200104 16:00;20200104 17:00;;0.4
H2S;uur;µg/m³;20200104 17:00;20200104 18:00;;0.6
H2S;uur;µg/m³;20200104 18:00;20200104 19:00;;0.4
H2S;uur;µg/m³;20200104 19:00;20200104 20:00;;0.7
H2S;uur;µg/m³;20200104 20:00;20200104 21:00;;0.3
H2S;uur;µg/m³;20200104 21:00;20200104 22:00;;0.7
H2S;uur;µg/m³;20200104 22:00;20200104 23:00;;0.6
H2S;uur;µg/m³;20200104 23:00;20200105 00:00;;0.3
H2S;uur;µg/m³;20200105 00:00;20200105 01:00;;0.6
H2S;uur;µg/m³;20200105 01:00;20200105 02:00;;0.5
H2S;uur;µg/m³;20200105 02:00;20200105 03:00;;0.7
H2S;uur;µg/m³;20200105 03:00;20200105 04:00;;0.6
H2S;uur;µg/m³;20200105 04:00;20200105 05:00;;
H2S;uur;µg/m³;20200105 05:00;20200105 06:00;;0.9
H2S;uur;µg/m³;20200105 06:00;20200105 07:00;;0.6
H2S;uur;µg/m³;20200105 07:00;20200105 08:00;;1
H2S;uur;µg/m³;20200105 08:00;20200105 09:00;;0.7
H2S;uur;µg/m³;20200105 09:00;20200105 10:00;;1.8
H2S;uur;µg/m³;20200105 10:00;20200105 11:00;;0.9
H2S;uur;µg/m³;20200105 11:00;20200105 12:00;;0.7
H2S;uur;µg/m³;20200105 12:00;20200105 13:00;;0.6
H2S;uur;µg/m³;20200105 13:00;20200105 14:00;;0.4
H2S;uur;µg/m³;20200105 14:00;20200105 15:00;;1
H2S;uur;µg/m³;20200105 15:00;20200105 16:00;;0.4
H2S;uur;µg/m³;20200105 16:00;20200105 17:00;;0.8
H2S;uur;µg/m³;20200105 17:00;20200105 18:00;;0.4
H2S;uur;µg/m³;20200105 18:00;20200105 19:00;;0.6
H2S;uur;µg/m³;20200105 19:00;20200105 20:00;;0.2
H2S;uur;µg/m³;20200105 20:00;20200105 21:00;;0.6
H2S;uur;µg/m³;20200105 21:00;20200105 22:00;;0.9
H2S;uur;µg/m³;20200105 22:00;20200105 23:00;;0.5
H2S;uur;µg/m³;20200105 23:00;20200106 00:00;;0.4
H2S;uur;µg/m³;20200106 00:00;20200106 01:00;;2.7
H2S;uur;µg/m³;20200106 01:00;20200106 02:00;;3.6
H2S;uur;µg/m³;20200106 02:00;20200106 03:00;;3.7
H2S;uur;µg/m³;20200106 03:00;20200106 04:00;;3.5
H2S;uur;µg/m³;20200106 04:00;20200106 05:00;;2.4
H2S;uur;µg/m³;20200106 05:00;20200106 06:00;;2
H2S;uur;µg/m³;20200106 06:00;20200106 07:00;;2.7
H2S;uur;µg/m³;20200106 07:00;20200106 08:00;;3.1
H2S;uur;µg/m³;20200106 08:00;20200106 09:00;1.2;5.6
H2S;uur;µg/m³;20200106 09:00;20200106 10:00;1;3.3
H2S;uur;µg/m³;20200106 10:00;20200106 11:00;1.4;1.9
H2S;uur;µg/m³;20200106 11:00;20200106 12:00;1.2;2.6
H2S;uur;µg/m³;20200106 12:00;20200106 13:00;1.5;5.2
H2S;uur;µg/m³;20200106 13:00;20200106 14:00;1.1;8
H2S;uur;µg/m³;20200106 14:00;20200106 15:00;1.2;1.5
H2S;uur;µg/m³;20200106 15:00;20200106 16:00;1.8;0.8
H2S;uur;µg/m³;20200106 16:00;20200106 17:00;1.7;1.5
H2S;uur;µg/m³;20200106 17:00;20200106 18:00;1.7;0.7
H2S;uur;µg/m³;20200106 18:00;20200106 19:00;1.5;1.9
H2S;uur;µg/m³;20200106 19:00;20200106 20:00;1.8;5.5
H2S;uur;µg/m³;20200106 20:00;20200106 21:00;1.5;1.8
H2S;uur;µg/m³;20200106 21:00;20200106 22:00;1.6;3.5
H2S;uur;µg/m³;20200106 22:00;20200106 23:00;1.8;2
H2S;uur;µg/m³;20200106 23:00;20200107 00:00;1.5;1
H2S;uur;µg/m³;20200107 00:00;20200107 01:00;1.6;0.5
H2S;uur;µg/m³;20200107 01:00;20200107 02:00;1.1;0.4
H2S;uur;µg/m³;20200107 02:00;20200107 03:00;1.1;0.5
H2S;uur;µg/m³;20200107 03:00;20200107 04:00;1.2;0.3
H2S;uur;µg/m³;20200107 04:00;20200107 05:00;1.1;0.5
H2S;uur;µg/m³;20200107 05:00;20200107 06:00;1.2;0.6
H2S;uur;µg/m³;20200107 06:00;20200107 07:00;1.1;
H2S;uur;µg/m³;20200107 07:00;20200107 08:00;1.2;1.3
H2S;uur;µg/m³;20200107 08:00;20200107 09:00;1.4;1.2
H2S;uur;µg/m³;20200107 09:00;20200107 10:00;1.1;9.7
H2S;uur;µg/m³;20200107 10:00;20200107 11:00;1.1;8.5
H2S;uur;µg/m³;20200107 11:00;20200107 12:00;1.1;8.1
H2S;uur;µg/m³;20200107 12:00;20200107 13:00;1.5;5.1
H2S;uur;µg/m³;20200107 13:00;20200107 14:00;1.6;5.4
H2S;uur;µg/m³;20200107 14:00;20200107 15:00;1.5;5.5
H2S;uur;µg/m³;20200107 15:00;20200107 16:00;1.7;4.7
H2S;uur;µg/m³;20200107 16:00;20200107 17:00;1.3;2.4
H2S;uur;µg/m³;20200107 17:00;20200107 18:00;1.4;1.7
H2S;uur;µg/m³;20200107 18:00;20200107 19:00;0.9;2.4
H2S;uur;µg/m³;20200107 19:00;20200107 20:00;1.7;2.6
H2S;uur;µg/m³;20200107 20:00;20200107 21:00;1.5;2.8
H2S;uur;µg/m³;20200107 21:00;20200107 22:00;1.3;4.3
H2S;uur;µg/m³;20200107 22:00;20200107 23:00;1.5;1.9
H2S;uur;µg/m³;20200107 23:00;20200108 00:00;0.9;2.6
H2S;uur;µg/m³;20200108 00:00;20200108 01:00;1.4;4.7
H2S;uur;µg/m³;20200108 01:00;20200108 02:00;0.9;3.5
H2S;uur;µg/m³;20200108 02:00;20200108 03:00;1.2;5.9
H2S;uur;µg/m³;20200108 03:00;20200108 04:00;1.6;3.9
H2S;uur;µg/m³;20200108 04:00;20200108 05:00;1.5;1.2
H2S;uur;µg/m³;20200108 05:00;20200108 06:00;1.2;2.1
H2S;uur;µg/m³;20200108 06:00;20200108 07:00;0.9;0.8
H2S;uur;µg/m³;20200108 07:00;20200108 08:00;1.1;1.1
H2S;uur;µg/m³;20200108 08:00;20200108 09:00;1.1;
H2S;uur;µg/m³;20200108 09:00;20200108 10:00;1.2;0.6
H2S;uur;µg/m³;20200108 10:00;20200108 11:00;;1.1
H2S;uur;µg/m³;20200108 11:00;20200108 12:00;1;0.7
H2S;uur;µg/m³;20200108 12:00;20200108 13:00;1.2;0.4
H2S;uur;µg/m³;20200108 13:00;20200108 14:00;0.9;1
H2S;uur;µg/m³;20200108 14:00;20200108 15:00;1.1;0.4
H2S;uur;µg/m³;20200108 15:00;20200108 16:00;0.7;0.8
H2S;uur;µg/m³;20200108 16:00;20200108 17:00;1.3;0.8
H2S;uur;µg/m³;20200108 17:00;20200108 18:00;1.2;0.3
H2S;uur;µg/m³;20200108 18:00;20200108 19:00;1.4;2.2
H2S;uur;µg/m³;20200108 19:00;20200108 20:00;1.2;0.7
H2S;uur;µg/m³;20200108 20:00;20200108 21:00;1.7;0.5
H2S;uur;µg/m³;20200108 21:00;20200108 22:00;1;0.6
H2S;uur;µg/m³;20200108 22:00;20200108 23:00;1.5;1.3
H2S;uur;µg/m³;20200108 23:00;20200109 00:00;1.3;6.2
H2S;uur;µg/m³;20200109 00:00;20200109 01:00;1.6;4
H2S;uur;µg/m³;20200109 01:00;20200109 02:00;1.8;0.8
H2S;uur;µg/m³;20200109 02:00;20200109 03:00;1.4;1.6
H2S;uur;µg/m³;20200109 03:00;20200109 04:00;1.7;1.4
H2S;uur;µg/m³;20200109 04:00;20200109 05:00;1.5;1
H2S;uur;µg/m³;20200109 05:00;20200109 06:00;1.6;1.4
H2S;uur;µg/m³;20200109 06:00;20200109 07:00;0.9;3.9
H2S;uur;µg/m³;20200109 07:00;20200109 08:00;2;5.2
H2S;uur;µg/m³;20200109 08:00;20200109 09:00;1.3;
H2S;uur;µg/m³;20200109 09:00;20200109 10:00;1.4;2
H2S;uur;µg/m³;20200109 10:00;20200109 11:00;1.1;3.4
H2S;uur;µg/m³;20200109 11:00;20200109 12:00;1.3;3.8
H2S;uur;µg/m³;20200109 12:00;20200109 13:00;1.1;
H2S;uur;µg/m³;20200109 13:00;20200109 14:00;1.2;9.1
H2S;uur;µg/m³;20200109 14:00;20200109 15:00;1.2;3.1
H2S;uur;µg/m³;20200109 15:00;20200109 16:00;1.1;2.7
H2S;uur;µg/m³;20200109 16:00;20200109 17:00;1.3;2.9
H2S;uur;µg/m³;20200109 17:00;20200109 18:00;1.3;7.6
H2S;uur;µg/m³;20200109 18:00;20200109 19:00;1.4;9.1
H2S;uur;µg/m³;20200109 19:00;20200109 20:00;1.1;5.6
H2S;uur;µg/m³;20200109 20:00;20200109 21:00;1.5;5
H2S;uur;µg/m³;20200109 21:00;20200109 22:00;1.6;4.4
H2S;uur;µg/m³;20200109 22:00;20200109 23:00;1.3;3.2
H2S;uur;µg/m³;20200109 23:00;20200110 00:00;1.3;8.6
H2S;uur;µg/m³;20200110 00:00;20200110 01:00;1.3;1.2
H2S;uur;µg/m³;20200110 01:00;20200110 02:00;1.2;1.2
H2S;uur;µg/m³;20200110 02:00;20200110 03:00;0.9;0.3
H2S;uur;µg/m³;20200110 03:00;20200110 04:00;1.1;0.3
H2S;uur;µg/m³;20200110 04:00;20200110 05:00;1.3;0.8
H2S;uur;µg/m³;20200110 05:00;20200110 06:00;1.5;0.9
H2S;uur;µg/m³;20200110 06:00;20200110 07:00;0.9;0.8
H2S;uur;µg/m³;20200110 07:00;20200110 08:00;1.9;0.8
H2S;uur;µg/m³;20200110 08:00;20200110 09:00;5.1;0.9
H2S;uur;µg/m³;20200110 09:00;20200110 10:00;4.3;0.6
H2S;uur;µg/m³;20200110 10:00;20200110 11:00;4.6;0.6
H2S;uur;µg/m³;20200110 11:00;20200110 12:00;3.1;0.8
H2S;uur;µg/m³;20200110 12:00;20200110 13:00;;0.4
H2S;uur;µg/m³;20200110 13:00;20200110 14:00;6.2;0.9
H2S;uur;µg/m³;20200110 14:00;20200110 15:00;4.2;0.6
H2S;uur;µg/m³;20200110 15:00;20200110 16:00;7.1;0.5
H2S;uur;µg/m³;20200110 16:00;20200110 17:00;6.5;0.4
H2S;uur;µg/m³;20200110 17:00;20200110 18:00;2.6;1
H2S;uur;µg/m³;20200110 18:00;20200110 19:00;0.9;0.3
H2S;uur;µg/m³;20200110 19:00;20200110 20:00;1.1;0.1
H2S;uur;µg/m³;20200110 20:00;20200110 21:00;0.9;0.4
H2S;uur;µg/m³;20200110 21:00;20200110 22:00;1.2;0.3
H2S;uur;µg/m³;20200110 22:00;20200110 23:00;1;0.5
H2S;uur;µg/m³;20200110 23:00;20200111 00:00;0.9;0.7
H2S;uur;µg/m³;20200111 00:00;20200111 01:00;0.9;0.2
H2S;uur;µg/m³;20200111 01:00;20200111 02:00;1;0.6
H2S;uur;µg/m³;20200111 02:00;20200111 03:00;1.4;0.6
H2S;uur;µg/m³;20200111 03:00;20200111 04:00;1.1;1
H2S;uur;µg/m³;20200111 04:00;20200111 05:00;1;1.4
H2S;uur;µg/m³;20200111 05:00;20200111 06:00;1.4;4.9
H2S;uur;µg/m³;20200111 06:00;20200111 07:00;1.4;4.8
H2S;uur;µg/m³;20200111 07:00;20200111 08:00;1.5;7.7
H2S;uur;µg/m³;20200111 08:00;20200111 09:00;1.3;5.5
H2S;uur;µg/m³;20200111 09:00;20200111 10:00;2.1;3.3
H2S;uur;µg/m³;20200111 10:00;20200111 11:00;1.3;
H2S;uur;µg/m³;20200111 11:00;20200111 12:00;1.3;6.4
H2S;uur;µg/m³;20200111 12:00;20200111 13:00;1.4;5.7
H2S;uur;µg/m³;20200111 13:00;20200111 14:00;1.5;7.1
H2S;uur;µg/m³;20200111 14:00;20200111 15:00;1.5;6.2
H2S;uur;µg/m³;20200111 15:00;20200111 16:00;1.5;4.4
H2S;uur;µg/m³;20200111 16:00;20200111 17:00;1.4;3.9
H2S;uur;µg/m³;20200111 17:00;20200111 18:00;1.5;3.8
H2S;uur;µg/m³;20200111 18:00;20200111 19:00;0.8;4
H2S;uur;µg/m³;20200111 19:00;20200111 20:00;1.5;5.9
H2S;uur;µg/m³;20200111 20:00;20200111 21:00;1.2;5.3
H2S;uur;µg/m³;20200111 21:00;20200111 22:00;1.3;6.8
H2S;uur;µg/m³;20200111 22:00;20200111 23:00;1.2;4.2
H2S;uur;µg/m³;20200111 23:00;20200112 00:00;1.5;4.1
H2S;uur;µg/m³;20200112 00:00;20200112 01:00;1.3;7.3
H2S;uur;µg/m³;20200112 01:00;20200112 02:00;1.3;5.7
H2S;uur;µg/m³;20200112 02:00;20200112 03:00;1.5;5.8
H2S;uur;µg/m³;20200112 03:00;20200112 04:00;1;3.8
H2S;uur;µg/m³;20200112 04:00;20200112 05:00;1.3;4.2
H2S;uur;µg/m³;20200112 05:00;20200112 06:00;1.2;4.7
H2S;uur;µg/m³;20200112 06:00;20200112 07:00;1.4;4.8
H2S;uur;µg/m³;20200112 07:00;20200112 08:00;1.4;5.9
H2S;uur;µg/m³;20200112 08:00;20200112 09:00;1.3;4.5
H2S;uur;µg/m³;20200112 09:00;20200112 10:00;1.4;6.2
H2S;uur;µg/m³;20200112 10:00;20200112 11:00;0.8;6.5
H2S;uur;µg/m³;20200112 11:00;20200112 12:00;0.9;1.5
H2S;uur;µg/m³;20200112 12:00;20200112 13:00;1.4;0.9
H2S;uur;µg/m³;20200112 13:00;20200112 14:00;1.2;0.6
H2S;uur;µg/m³;20200112 14:00;20200112 15:00;;0.7
H2S;uur;µg/m³;20200112 15:00;20200112 16:00;1.2;0.7
H2S;uur;µg/m³;20200112 16:00;20200112 17:00;1.3;0.4
H2S;uur;µg/m³;20200112 17:00;20200112 18:00;1.4;0.3
H2S;uur;µg/m³;20200112 18:00;20200112 19:00;1.2;0.5
H2S;uur;µg/m³;20200112 19:00;20200112 20:00;0.9;0.6
H2S;uur;µg/m³;20200112 20:00;20200112 21:00;1.3;0.5
H2S;uur;µg/m³;20200112 21:00;20200112 22:00;1;0.4
H2S;uur;µg/m³;20200112 22:00;20200112 23:00;1.4;0.5
H2S;uur;µg/m³;20200112 23:00;20200113 00:00;1.2;0.3
H2S;uur;µg/m³;20200113 00:00;20200113 01:00;1.3;0.9
H2S;uur;µg/m³;20200113 01:00;20200113 02:00;1.2;3.2
H2S;uur;µg/m³;20200113 02:00;20200113 03:00;1.1;9.7
H2S;uur;µg/m³;20200113 03:00;20200113 04:00;1.4;3.4
H2S;uur;µg/m³;20200113 04:00;20200113 05:00;1.4;7.3
H2S;uur;µg/m³;20200113 05:00;20200113 06:00;1.5;6
H2S;uur;µg/m³;20200113 06:00;20200113 07:00;1.5;5.3
H2S;uur;µg/m³;20200113 07:00;20200113 08:00;1.6;4.1
H2S;uur;µg/m³;20200113 08:00;20200113 09:00;1.9;2.5
H2S;uur;µg/m³;20200113 09:00;20200113 10:00;1.6;2.2
H2S;uur;µg/m³;20200113 10:00;20200113 11:00;1.4;0.9
H2S;uur;µg/m³;20200113 11:00;20200113 12:00;1.1;1.8
H2S;uur;µg/m³;20200113 12:00;20200113 13:00;1.2;
H2S;uur;µg/m³;20200113 13:00;20200113 14:00;1.4;1.3
H2S;uur;µg/m³;20200113 14:00;20200113 15:00;1.1;2.8
H2S;uur;µg/m³;20200113 15:00;20200113 16:00;1.5;0.7
H2S;uur;µg/m³;20200113 16:00;20200113 17:00;1.8;1.4
H2S;uur;µg/m³;20200113 17:00;20200113 18:00;1.4;0.4
H2S;uur;µg/m³;20200113 18:00;20200113 19:00;1.4;1.4
H2S;uur;µg/m³;20200113 19:00;20200113 20:00;0.9;1.1
H2S;uur;µg/m³;20200113 20:00;20200113 21:00;1.1;0.5
H2S;uur;µg/m³;20200113 21:00;20200113 22:00;1.2;0.7
H2S;uur;µg/m³;20200113 22:00;20200113 23:00;1.4;0.7
H2S;uur;µg/m³;20200113 23:00;20200114 00:00;1.6;0.7
H2S;uur;µg/m³;20200114 00:00;20200114 01:00;1.1;3
H2S;uur;µg/m³;20200114 01:00;20200114 02:00;1.1;3.2
H2S;uur;µg/m³;20200114 02:00;20200114 03:00;1.5;5
H2S;uur;µg/m³;20200114 03:00;20200114 04:00;0.8;2.5
H2S;uur;µg/m³;20200114 04:00;20200114 05:00;1.6;1.9
H2S;uur;µg/m³;20200114 05:00;20200114 06:00;1.3;5.3
H2S;uur;µg/m³;20200114 06:00;20200114 07:00;1.4;1.3
H2S;uur;µg/m³;20200114 07:00;20200114 08:00;1.4;2.1
H2S;uur;µg/m³;20200114 08:00;20200114 09:00;1.2;4.7
H2S;uur;µg/m³;20200114 09:00;20200114 10:00;1.3;8.4
H2S;uur;µg/m³;20200114 10:00;20200114 11:00;1.1;4.9
H2S;uur;µg/m³;20200114 11:00;20200114 12:00;1.1;4.4
H2S;uur;µg/m³;20200114 12:00;20200114 13:00;1.6;4.9
H2S;uur;µg/m³;20200114 13:00;20200114 14:00;1.4;9.1
H2S;uur;µg/m³;20200114 14:00;20200114 15:00;1.3;5.9
H2S;uur;µg/m³;20200114 15:00;20200114 16:00;1.3;2.6
H2S;uur;µg/m³;20200114 16:00;20200114 17:00;;2.9
H2S;uur;µg/m³;20200114 17:00;20200114 18:00;1;3.9
H2S;uur;µg/m³;20200114 18:00;20200114 19:00;1;5.3
H2S;uur;µg/m³;20200114 19:00;20200114 20:00;2;5.7
H2S;uur;µg/m³;20200114 20:00;20200114 21:00;1.1;4.2
H2S;uur;µg/m³;20200114 21:00;20200114 22:00;1.4;2.6
H2S;uur;µg/m³;20200114 22:00;20200114 23:00;1;3.2
H2S;uur;µg/m³;20200114 23:00;20200115 00:00;1.2;3.6
H2S;uur;µg/m³;20200115 00:00;20200115 01:00;1.6;6.2
H2S;uur;µg/m³;20200115 01:00;20200115 02:00;1.2;5.4
H2S;uur;µg/m³;20200115 02:00;20200115 03:00;1.4;4
H2S;uur;µg/m³;20200115 03:00;20200115 04:00;1.1;3.8
H2S;uur;µg/m³;20200115 04:00;20200115 05:00;1.2;5.1
H2S;uur;µg/m³;20200115 05:00;20200115 06:00;1.3;4.7
H2S;uur;µg/m³;20200115 06:00;20200115 07:00;0.9;4.4
H2S;uur;µg/m³;20200115 07:00;20200115 08:00;1.5;3.9
H2S;uur;µg/m³;20200115 08:00;20200115 09:00;1.4;2.2
H2S;uur;µg/m³;20200115 09:00;20200115 10:00;1.5;4.2
H2S;uur;µg/m³;20200115 10:00;20200115 11:00;1.4;4.1
H2S;uur;µg/m³;20200115 11:00;20200115 12:00;1.1;1.1
H2S;uur;µg/m³;20200115 12:00;20200115 13:00;1.5;4.2
H2S;uur;µg/m³;20200115 13:00;20200115 14:00;1.6;5.6
H2S;uur;µg/m³;20200115 14:00;20200115 15:00;1.1;
H2S;uur;µg/m³;20200115 15:00;20200115 16:00;1.6;0.8
H2S;uur;µg/m³;20200115 16:00;20200115 17:00;1.3;0.8
H2S;uur;µg/m³;20200115 17:00;20200115 18:00;1.3;0.9
H2S;uur;µg/m³;20200115 18:00;20200115 19:00;1.4;1.5
H2S;uur;µg/m³;20200115 19:00;20200115 20:00;1.1;0.9
H2S;uur;µg/m³;20200115 20:00;20200115 21:00;1.2;0.6
H2S;uur;µg/m³;20200115 21:00;20200115 22:00;1.5;0.8
H2S;uur;µg/m³;20200115 22:00;20200115 23:00;1.1;0.8
H2S;uur;µg/m³;20200115 23:00;20200116 00:00;1.4;1.3
H2S;uur;µg/m³;20200116 00:00;20200116 01:00;1.2;0.9
H2S;uur;µg/m³;20200116 01:00;20200116 02:00;1.5;1.2
H2S;uur;µg/m³;20200116 02:00;20200116 03:00;1.2;6
H2S;uur;µg/m³;20200116 03:00;20200116 04:00;1.8;7.7
H2S;uur;µg/m³;20200116 04:00;20200116 05:00;1;6.2
H2S;uur;µg/m³;20200116 05:00;20200116 06:00;1.8;9.7
H2S;uur;µg/m³;20200116 06:00;20200116 07:00;1.4;2.6
H2S;uur;µg/m³;20200116 07:00;20200116 08:00;1.5;4.5
H2S;uur;µg/m³;20200116 08:00;20200116 09:00;1.6;2
H2S;uur;µg/m³;20200116 09:00;20200116 10:00;1.2;1.5
H2S;uur;µg/m³;20200116 10:00;20200116 11:00;1.4;1.9
H2S;uur;µg/m³;20200116 11:00;20200116 12:00;1.7;1.5
H2S;uur;µg/m³;20200116 12:00;20200116 13:00;1.7;1.3
H2S;uur;µg/m³;20200116 13:00;20200116 14:00;1.9;0.7
