Export;EXP-2023-01 (20230706 03:51);;;StationsCode;NL49551;NL49553
H2S;uur;µg/m³;20200326 18:00;20200326 19:00;2.3;1.4
H2S;uur;µg/m³;20200326 19:00;20200326 20:00;2;1.1
H2S;uur;µg/m³;20200326 20:00;20200326 21:00;2.7;1.3
H2S;uur;µg/m³;20200326 21:00;20200326 22:00;2;2
H2S;uur;µg/m³;20200326 22:00;20200326 23:00;2.9;1.8
H2S;uur;µg/m³;20200326 23:00;20200327 00:00;4;2.2
H2S;uur;µg/m³;20200327 00:00;20200327 01:00;3.2;2
H2S;uur;µg/m³;20200327 01:00;20200327 02:00;3.5;1.6
H2S;uur;µg/m³;20200327 02:00;20200327 03:00;2.1;1
H2S;uur;µg/m³;20200327 03:00;20200327 04:00;3;1.4
H2S;uur;µg/m³;20200327 04:00;20200327 05:00;2.7;1
H2S;uur;µg/m³;20200327 05:00;20200327 06:00;2.5;1
H2S;uur;µg/m³;20200327 06:00;20200327 07:00;2.9;0.7
H2S;uur;µg/m³;20200327 07:00;20200327 08:00;2.1;1.4
H2S;uur;µg/m³;20200327 08:00;20200327 09:00;2.2;1.5
H2S;uur;µg/m³;20200327 09:00;20200327 10:00;2.5;1.3
H2S;uur;µg/m³;20200327 10:00;20200327 11:00;2.1;1.1
H2S;uur;µg/m³;20200327 11:00;20200327 12:00;2.3;1.4
H2S;uur;µg/m³;20200327 12:00;20200327 13:00;2.2;2
H2S;uur;µg/m³;20200327 13:00;20200327 14:00;2;1.1
H2S;uur;µg/m³;20200327 14:00;20200327 15:00;;1.2
H2S;uur;µg/m³;20200327 15:00;20200327 16:00;2.2;0.8
H2S;uur;µg/m³;20200327 16:00;20200327 17:00;2.8;1
H2S;uur;µg/m³;20200327 17:00;20200327 18:00;2.6;1.3
H2S;uur;µg/m³;20200327 18:00;20200327 19:00;3.2;1.3
H2S;uur;µg/m³;20200327 19:00;20200327 20:00;3.4;1.3
H2S;uur;µg/m³;20200327 20:00;20200327 21:00;2.7;0.9
H2S;uur;µg/m³;20200327 21:00;20200327 22:00;2.9;1
H2S;uur;µg/m³;20200327 22:00;20200327 23:00;2.6;1.1
H2S;uur;µg/m³;20200327 23:00;20200328 00:00;2.6;0.9
H2S;uur;µg/m³;20200328 00:00;20200328 01:00;2.1;0.7
H2S;uur;µg/m³;20200328 01:00;20200328 02:00;1.8;1.2
H2S;uur;µg/m³;20200328 02:00;20200328 03:00;2.2;0.5
H2S;uur;µg/m³;20200328 03:00;20200328 04:00;2.2;0.6
H2S;uur;µg/m³;20200328 04:00;20200328 05:00;2.3;0.7
H2S;uur;µg/m³;20200328 05:00;20200328 06:00;1.8;0.7
H2S;uur;µg/m³;20200328 06:00;20200328 07:00;1.7;0.4
H2S;uur;µg/m³;20200328 07:00;20200328 08:00;2.6;0.5
H2S;uur;µg/m³;20200328 08:00;20200328 09:00;2.8;0.6
H2S;uur;µg/m³;20200328 09:00;20200328 10:00;1.8;0.7
H2S;uur;µg/m³;20200328 10:00;20200328 11:00;1.7;0.8
H2S;uur;µg/m³;20200328 11:00;20200328 12:00;1.4;0.6
H2S;uur;µg/m³;20200328 12:00;20200328 13:00;2.6;
H2S;uur;µg/m³;20200328 13:00;20200328 14:00;1.7;0.6
H2S;uur;µg/m³;20200328 14:00;20200328 15:00;1.4;1
H2S;uur;µg/m³;20200328 15:00;20200328 16:00;1.7;0.7
H2S;uur;µg/m³;20200328 16:00;20200328 17:00;1.7;0.4
H2S;uur;µg/m³;20200328 17:00;20200328 18:00;0.8;0.9
H2S;uur;µg/m³;20200328 18:00;20200328 19:00;1.2;0.9
H2S;uur;µg/m³;20200328 19:00;20200328 20:00;1.6;0.5
H2S;uur;µg/m³;20200328 20:00;20200328 21:00;1.8;0.5
H2S;uur;µg/m³;20200328 21:00;20200328 22:00;1.1;0.5
H2S;uur;µg/m³;20200328 22:00;20200328 23:00;1.1;0.5
H2S;uur;µg/m³;20200328 23:00;20200329 00:00;2.1;0.6
H2S;uur;µg/m³;20200329 00:00;20200329 01:00;0.7;0.6
H2S;uur;µg/m³;20200329 01:00;20200329 02:00;1.4;0.5
H2S;uur;µg/m³;20200329 02:00;20200329 03:00;1.5;0.5
H2S;uur;µg/m³;20200329 03:00;20200329 04:00;1.5;0.5
H2S;uur;µg/m³;20200329 04:00;20200329 05:00;1.2;0.4
H2S;uur;µg/m³;20200329 05:00;20200329 06:00;1.6;0.3
H2S;uur;µg/m³;20200329 06:00;20200329 07:00;1.3;0.3
H2S;uur;µg/m³;20200329 07:00;20200329 08:00;2.6;0.2
H2S;uur;µg/m³;20200329 08:00;20200329 09:00;2.1;0.4
H2S;uur;µg/m³;20200329 09:00;20200329 10:00;1.6;0.7
H2S;uur;µg/m³;20200329 10:00;20200329 11:00;2.1;0.7
H2S;uur;µg/m³;20200329 11:00;20200329 12:00;2.7;0.1
H2S;uur;µg/m³;20200329 12:00;20200329 13:00;2.7;0.6
H2S;uur;µg/m³;20200329 13:00;20200329 14:00;2.2;0.6
H2S;uur;µg/m³;20200329 14:00;20200329 15:00;1.7;0.4
H2S;uur;µg/m³;20200329 15:00;20200329 16:00;1.8;0.8
H2S;uur;µg/m³;20200329 16:00;20200329 17:00;;0.5
H2S;uur;µg/m³;20200329 17:00;20200329 18:00;2.5;0.8
H2S;uur;µg/m³;20200329 18:00;20200329 19:00;2.6;0.6
H2S;uur;µg/m³;20200329 19:00;20200329 20:00;2.5;0.4
H2S;uur;µg/m³;20200329 20:00;20200329 21:00;3.3;0.4
H2S;uur;µg/m³;20200329 21:00;20200329 22:00;2.5;0.5
H2S;uur;µg/m³;20200329 22:00;20200329 23:00;3.6;0.8
H2S;uur;µg/m³;20200329 23:00;20200330 00:00;2.7;0.5
H2S;uur;µg/m³;20200330 00:00;20200330 01:00;2.1;0.2
H2S;uur;µg/m³;20200330 01:00;20200330 02:00;2.1;0.5
H2S;uur;µg/m³;20200330 02:00;20200330 03:00;2.7;0.6
H2S;uur;µg/m³;20200330 03:00;20200330 04:00;2.6;0.4
H2S;uur;µg/m³;20200330 04:00;20200330 05:00;1.2;0.4
H2S;uur;µg/m³;20200330 05:00;20200330 06:00;1.6;0.4
H2S;uur;µg/m³;20200330 06:00;20200330 07:00;;
H2S;uur;µg/m³;20200330 07:00;20200330 08:00;1.6;1
H2S;uur;µg/m³;20200330 08:00;20200330 09:00;1.2;0.4
H2S;uur;µg/m³;20200330 09:00;20200330 10:00;1.4;0.6
H2S;uur;µg/m³;20200330 10:00;20200330 11:00;1.3;0.5
H2S;uur;µg/m³;20200330 11:00;20200330 12:00;1.1;0.4
H2S;uur;µg/m³;20200330 12:00;20200330 13:00;1.8;0.4
H2S;uur;µg/m³;20200330 13:00;20200330 14:00;3.9;0.6
H2S;uur;µg/m³;20200330 14:00;20200330 15:00;2.5;
H2S;uur;µg/m³;20200330 15:00;20200330 16:00;3.5;0.8
H2S;uur;µg/m³;20200330 16:00;20200330 17:00;3.1;0.3
H2S;uur;µg/m³;20200330 17:00;20200330 18:00;3.2;0.7
H2S;uur;µg/m³;20200330 18:00;20200330 19:00;1;0.5
H2S;uur;µg/m³;20200330 19:00;20200330 20:00;1.4;0.4
H2S;uur;µg/m³;20200330 20:00;20200330 21:00;2;0.2
H2S;uur;µg/m³;20200330 21:00;20200330 22:00;2.2;0.7
H2S;uur;µg/m³;20200330 22:00;20200330 23:00;2.9;0.7
H2S;uur;µg/m³;20200330 23:00;20200331 00:00;2;0.3
H2S;uur;µg/m³;20200331 00:00;20200331 01:00;1.6;0.3
H2S;uur;µg/m³;20200331 01:00;20200331 02:00;2;0.3
H2S;uur;µg/m³;20200331 02:00;20200331 03:00;1.5;0.6
H2S;uur;µg/m³;20200331 03:00;20200331 04:00;1.5;0.6
H2S;uur;µg/m³;20200331 04:00;20200331 05:00;1.3;0.5
H2S;uur;µg/m³;20200331 05:00;20200331 06:00;1.1;0.7
H2S;uur;µg/m³;20200331 06:00;20200331 07:00;1.3;0.6
H2S;uur;µg/m³;20200331 07:00;20200331 08:00;1.3;0.7
H2S;uur;µg/m³;20200331 08:00;20200331 09:00;1.5;0.5
H2S;uur;µg/m³;20200331 09:00;20200331 10:00;1.3;0.4
H2S;uur;µg/m³;20200331 10:00;20200331 11:00;1.9;0.5
H2S;uur;µg/m³;20200331 11:00;20200331 12:00;1.4;0.5
H2S;uur;µg/m³;20200331 12:00;20200331 13:00;1.6;0.3
H2S;uur;µg/m³;20200331 13:00;20200331 14:00;1.2;0.6
H2S;uur;µg/m³;20200331 14:00;20200331 15:00;1.8;0.7
H2S;uur;µg/m³;20200331 15:00;20200331 16:00;1.4;0.7
H2S;uur;µg/m³;20200331 16:00;20200331 17:00;2;0.6
H2S;uur;µg/m³;20200331 17:00;20200331 18:00;1.8;0.8
H2S;uur;µg/m³;20200331 18:00;20200331 19:00;;0.8
H2S;uur;µg/m³;20200331 19:00;20200331 20:00;2.6;0.5
H2S;uur;µg/m³;20200331 20:00;20200331 21:00;3.2;1.2
H2S;uur;µg/m³;20200331 21:00;20200331 22:00;2.7;0.4
H2S;uur;µg/m³;20200331 22:00;20200331 23:00;3;0.6
H2S;uur;µg/m³;20200331 23:00;20200401 00:00;2.9;0.4
H2S;uur;µg/m³;20200401 00:00;20200401 01:00;2;0.3
H2S;uur;µg/m³;20200401 01:00;20200401 02:00;1.7;0.5
H2S;uur;µg/m³;20200401 02:00;20200401 03:00;1.8;0.3
H2S;uur;µg/m³;20200401 03:00;20200401 04:00;0.9;0.5
H2S;uur;µg/m³;20200401 04:00;20200401 05:00;1.1;0.5
H2S;uur;µg/m³;20200401 05:00;20200401 06:00;1.2;0.9
H2S;uur;µg/m³;20200401 06:00;20200401 07:00;1.5;0.9
H2S;uur;µg/m³;20200401 07:00;20200401 08:00;1.7;0.6
H2S;uur;µg/m³;20200401 08:00;20200401 09:00;1.4;0.6
H2S;uur;µg/m³;20200401 09:00;20200401 10:00;1.2;0.3
H2S;uur;µg/m³;20200401 10:00;20200401 11:00;1;0.6
H2S;uur;µg/m³;20200401 11:00;20200401 12:00;1.2;0.5
H2S;uur;µg/m³;20200401 12:00;20200401 13:00;0.9;0.5
H2S;uur;µg/m³;20200401 13:00;20200401 14:00;1;0.4
H2S;uur;µg/m³;20200401 14:00;20200401 15:00;1.3;0.5
H2S;uur;µg/m³;20200401 15:00;20200401 16:00;1.2;0.5
H2S;uur;µg/m³;20200401 16:00;20200401 17:00;0.9;
H2S;uur;µg/m³;20200401 17:00;20200401 18:00;1.5;1
H2S;uur;µg/m³;20200401 18:00;20200401 19:00;1.3;0.5
H2S;uur;µg/m³;20200401 19:00;20200401 20:00;1.5;0.5
H2S;uur;µg/m³;20200401 20:00;20200401 21:00;1;0.5
H2S;uur;µg/m³;20200401 21:00;20200401 22:00;1.1;0.7
H2S;uur;µg/m³;20200401 22:00;20200401 23:00;1.2;0.4
H2S;uur;µg/m³;20200401 23:00;20200402 00:00;1.2;0.6
H2S;uur;µg/m³;20200402 00:00;20200402 01:00;1.6;0.3
H2S;uur;µg/m³;20200402 01:00;20200402 02:00;1.6;0.5
H2S;uur;µg/m³;20200402 02:00;20200402 03:00;1.5;0.5
H2S;uur;µg/m³;20200402 03:00;20200402 04:00;1.1;0.6
H2S;uur;µg/m³;20200402 04:00;20200402 05:00;1.2;0.4
H2S;uur;µg/m³;20200402 05:00;20200402 06:00;1.3;0.7
H2S;uur;µg/m³;20200402 06:00;20200402 07:00;1.5;0.4
H2S;uur;µg/m³;20200402 07:00;20200402 08:00;1.4;0.8
H2S;uur;µg/m³;20200402 08:00;20200402 09:00;0.9;0.8
H2S;uur;µg/m³;20200402 09:00;20200402 10:00;1.5;0.5
H2S;uur;µg/m³;20200402 10:00;20200402 11:00;1.3;0.5
H2S;uur;µg/m³;20200402 11:00;20200402 12:00;1.1;0.7
H2S;uur;µg/m³;20200402 12:00;20200402 13:00;0.9;0.7
H2S;uur;µg/m³;20200402 13:00;20200402 14:00;1.2;0.4
H2S;uur;µg/m³;20200402 14:00;20200402 15:00;1.2;0.3
H2S;uur;µg/m³;20200402 15:00;20200402 16:00;1.1;0.6
H2S;uur;µg/m³;20200402 16:00;20200402 17:00;1.3;0.6
H2S;uur;µg/m³;20200402 17:00;20200402 18:00;1.4;0.8
H2S;uur;µg/m³;20200402 18:00;20200402 19:00;1.7;0.6
H2S;uur;µg/m³;20200402 19:00;20200402 20:00;2;1.1
H2S;uur;µg/m³;20200402 20:00;20200402 21:00;;0.4
H2S;uur;µg/m³;20200402 21:00;20200402 22:00;2.3;0.5
H2S;uur;µg/m³;20200402 22:00;20200402 23:00;1.9;0.7
H2S;uur;µg/m³;20200402 23:00;20200403 00:00;1.5;0.6
H2S;uur;µg/m³;20200403 00:00;20200403 01:00;1.5;0.3
H2S;uur;µg/m³;20200403 01:00;20200403 02:00;1.2;0.7
H2S;uur;µg/m³;20200403 02:00;20200403 03:00;2.4;0.4
H2S;uur;µg/m³;20200403 03:00;20200403 04:00;5.7;0.4
H2S;uur;µg/m³;20200403 04:00;20200403 05:00;1.2;0.8
H2S;uur;µg/m³;20200403 05:00;20200403 06:00;1.6;0.2
H2S;uur;µg/m³;20200403 06:00;20200403 07:00;2.2;0.5
H2S;uur;µg/m³;20200403 07:00;20200403 08:00;1.8;0.5
H2S;uur;µg/m³;20200403 08:00;20200403 09:00;1.1;0.4
H2S;uur;µg/m³;20200403 09:00;20200403 10:00;0.9;0.8
H2S;uur;µg/m³;20200403 10:00;20200403 11:00;0.9;0.6
H2S;uur;µg/m³;20200403 11:00;20200403 12:00;3.1;0.6
H2S;uur;µg/m³;20200403 12:00;20200403 13:00;2;0.5
H2S;uur;µg/m³;20200403 13:00;20200403 14:00;1.3;0.6
H2S;uur;µg/m³;20200403 14:00;20200403 15:00;0.9;0.7
H2S;uur;µg/m³;20200403 15:00;20200403 16:00;1.6;0.6
H2S;uur;µg/m³;20200403 16:00;20200403 17:00;1.2;0.6
H2S;uur;µg/m³;20200403 17:00;20200403 18:00;1.2;0.7
H2S;uur;µg/m³;20200403 18:00;20200403 19:00;1.2;
H2S;uur;µg/m³;20200403 19:00;20200403 20:00;1.8;0.9
H2S;uur;µg/m³;20200403 20:00;20200403 21:00;1.5;0.5
H2S;uur;µg/m³;20200403 21:00;20200403 22:00;1.5;0.5
H2S;uur;µg/m³;20200403 22:00;20200403 23:00;1.6;2.1
H2S;uur;µg/m³;20200403 23:00;20200404 00:00;1.6;6.2
H2S;uur;µg/m³;20200404 00:00;20200404 01:00;1.9;13.9
H2S;uur;µg/m³;20200404 01:00;20200404 02:00;1;1.9
H2S;uur;µg/m³;20200404 02:00;20200404 03:00;1.6;2.5
H2S;uur;µg/m³;20200404 03:00;20200404 04:00;1.4;1.6
H2S;uur;µg/m³;20200404 04:00;20200404 05:00;1.5;2.3
H2S;uur;µg/m³;20200404 05:00;20200404 06:00;1.7;3.7
H2S;uur;µg/m³;20200404 06:00;20200404 07:00;1.8;2.3
H2S;uur;µg/m³;20200404 07:00;20200404 08:00;1.9;3.8
H2S;uur;µg/m³;20200404 08:00;20200404 09:00;1.4;3.3
H2S;uur;µg/m³;20200404 09:00;20200404 10:00;1.8;4.4
H2S;uur;µg/m³;20200404 10:00;20200404 11:00;1.3;2.4
H2S;uur;µg/m³;20200404 11:00;20200404 12:00;1.4;0.8
H2S;uur;µg/m³;20200404 12:00;20200404 13:00;1.4;1.1
H2S;uur;µg/m³;20200404 13:00;20200404 14:00;1.2;0.6
H2S;uur;µg/m³;20200404 14:00;20200404 15:00;1.1;1
H2S;uur;µg/m³;20200404 15:00;20200404 16:00;1.2;0.5
H2S;uur;µg/m³;20200404 16:00;20200404 17:00;1.7;0.7
H2S;uur;µg/m³;20200404 17:00;20200404 18:00;1.3;0.7
H2S;uur;µg/m³;20200404 18:00;20200404 19:00;1.5;1.1
H2S;uur;µg/m³;20200404 19:00;20200404 20:00;1.1;0.4
H2S;uur;µg/m³;20200404 20:00;20200404 21:00;1.6;0.4
H2S;uur;µg/m³;20200404 21:00;20200404 22:00;1;1.2
H2S;uur;µg/m³;20200404 22:00;20200404 23:00;;0.9
H2S;uur;µg/m³;20200404 23:00;20200405 00:00;1.5;0.9
H2S;uur;µg/m³;20200405 00:00;20200405 01:00;1.2;0.5
H2S;uur;µg/m³;20200405 01:00;20200405 02:00;1.4;0.8
H2S;uur;µg/m³;20200405 02:00;20200405 03:00;1.8;1
H2S;uur;µg/m³;20200405 03:00;20200405 04:00;1.8;0.9
H2S;uur;µg/m³;20200405 04:00;20200405 05:00;1.6;1.2
H2S;uur;µg/m³;20200405 05:00;20200405 06:00;1.1;1
H2S;uur;µg/m³;20200405 06:00;20200405 07:00;1.8;1.4
H2S;uur;µg/m³;20200405 07:00;20200405 08:00;1.8;1.3
H2S;uur;µg/m³;20200405 08:00;20200405 09:00;1.7;0.8
H2S;uur;µg/m³;20200405 09:00;20200405 10:00;1.7;0.7
H2S;uur;µg/m³;20200405 10:00;20200405 11:00;1.3;0.6
H2S;uur;µg/m³;20200405 11:00;20200405 12:00;1.4;0.9
H2S;uur;µg/m³;20200405 12:00;20200405 13:00;1.1;0.7
H2S;uur;µg/m³;20200405 13:00;20200405 14:00;1.1;0.9
H2S;uur;µg/m³;20200405 14:00;20200405 15:00;1.2;0.8
H2S;uur;µg/m³;20200405 15:00;20200405 16:00;1.2;0.9
H2S;uur;µg/m³;20200405 16:00;20200405 17:00;1.8;0.5
H2S;uur;µg/m³;20200405 17:00;20200405 18:00;1;0.8
H2S;uur;µg/m³;20200405 18:00;20200405 19:00;1.4;0.5
H2S;uur;µg/m³;20200405 19:00;20200405 20:00;1.4;0.6
H2S;uur;µg/m³;20200405 20:00;20200405 21:00;1.1;
H2S;uur;µg/m³;20200405 21:00;20200405 22:00;1.3;0.5
H2S;uur;µg/m³;20200405 22:00;20200405 23:00;1.6;0.6
H2S;uur;µg/m³;20200405 23:00;20200406 00:00;1.4;0.8
H2S;uur;µg/m³;20200406 00:00;20200406 01:00;1.5;0.9
H2S;uur;µg/m³;20200406 01:00;20200406 02:00;1.6;0.8
H2S;uur;µg/m³;20200406 02:00;20200406 03:00;1.4;1.2
H2S;uur;µg/m³;20200406 03:00;20200406 04:00;1.3;2.1
H2S;uur;µg/m³;20200406 04:00;20200406 05:00;1.3;2.3
H2S;uur;µg/m³;20200406 05:00;20200406 06:00;1.4;2.6
H2S;uur;µg/m³;20200406 06:00;20200406 07:00;2;2.3
H2S;uur;µg/m³;20200406 07:00;20200406 08:00;1.8;3.2
H2S;uur;µg/m³;20200406 08:00;20200406 09:00;2;1.9
H2S;uur;µg/m³;20200406 09:00;20200406 10:00;1.4;2.3
H2S;uur;µg/m³;20200406 10:00;20200406 11:00;1.7;5.8
H2S;uur;µg/m³;20200406 11:00;20200406 12:00;1.4;3
H2S;uur;µg/m³;20200406 12:00;20200406 13:00;1.4;0.7
H2S;uur;µg/m³;20200406 13:00;20200406 14:00;1.7;0.7
H2S;uur;µg/m³;20200406 14:00;20200406 15:00;1.3;1
H2S;uur;µg/m³;20200406 15:00;20200406 16:00;1.5;0.8
H2S;uur;µg/m³;20200406 16:00;20200406 17:00;1.1;1.2
H2S;uur;µg/m³;20200406 17:00;20200406 18:00;1.6;1
H2S;uur;µg/m³;20200406 18:00;20200406 19:00;1.6;1
H2S;uur;µg/m³;20200406 19:00;20200406 20:00;1.5;0.8
H2S;uur;µg/m³;20200406 20:00;20200406 21:00;1.6;1.6
H2S;uur;µg/m³;20200406 21:00;20200406 22:00;1.9;0.7
H2S;uur;µg/m³;20200406 22:00;20200406 23:00;1.9;0.8
H2S;uur;µg/m³;20200406 23:00;20200407 00:00;1.8;0.9
H2S;uur;µg/m³;20200407 00:00;20200407 01:00;;1.2
H2S;uur;µg/m³;20200407 01:00;20200407 02:00;1.8;2.5
H2S;uur;µg/m³;20200407 02:00;20200407 03:00;1.3;2.1
H2S;uur;µg/m³;20200407 03:00;20200407 04:00;1.1;0.6
H2S;uur;µg/m³;20200407 04:00;20200407 05:00;1.5;0.6
H2S;uur;µg/m³;20200407 05:00;20200407 06:00;1.4;1
H2S;uur;µg/m³;20200407 06:00;20200407 07:00;1.6;0.6
H2S;uur;µg/m³;20200407 07:00;20200407 08:00;1.6;0.9
H2S;uur;µg/m³;20200407 08:00;20200407 09:00;1.7;1.2
H2S;uur;µg/m³;20200407 09:00;20200407 10:00;1.5;1
H2S;uur;µg/m³;20200407 10:00;20200407 11:00;1.3;0.6
H2S;uur;µg/m³;20200407 11:00;20200407 12:00;1.3;0.4
H2S;uur;µg/m³;20200407 12:00;20200407 13:00;1.4;0.8
H2S;uur;µg/m³;20200407 13:00;20200407 14:00;1.2;0.7
H2S;uur;µg/m³;20200407 14:00;20200407 15:00;1.6;0.6
H2S;uur;µg/m³;20200407 15:00;20200407 16:00;1.2;0.5
H2S;uur;µg/m³;20200407 16:00;20200407 17:00;1;0.5
H2S;uur;µg/m³;20200407 17:00;20200407 18:00;1.6;0.8
H2S;uur;µg/m³;20200407 18:00;20200407 19:00;1.3;0.7
H2S;uur;µg/m³;20200407 19:00;20200407 20:00;1.6;0.4
H2S;uur;µg/m³;20200407 20:00;20200407 21:00;1.5;0.8
H2S;uur;µg/m³;20200407 21:00;20200407 22:00;2;1
H2S;uur;µg/m³;20200407 22:00;20200407 23:00;2.5;
H2S;uur;µg/m³;20200407 23:00;20200408 00:00;2.6;0.9
H2S;uur;µg/m³;20200408 00:00;20200408 01:00;1.6;0.9
H2S;uur;µg/m³;20200408 01:00;20200408 02:00;2.1;1.6
H2S;uur;µg/m³;20200408 02:00;20200408 03:00;2.7;1.5
H2S;uur;µg/m³;20200408 03:00;20200408 04:00;3.2;1.2
H2S;uur;µg/m³;20200408 04:00;20200408 05:00;2.1;1.6
H2S;uur;µg/m³;20200408 05:00;20200408 06:00;3.9;1.1
H2S;uur;µg/m³;20200408 06:00;20200408 07:00;2.5;1.6
H2S;uur;µg/m³;20200408 07:00;20200408 08:00;2.5;1.6
H2S;uur;µg/m³;20200408 08:00;20200408 09:00;2.2;1.4
H2S;uur;µg/m³;20200408 09:00;20200408 10:00;1.8;0.9
H2S;uur;µg/m³;20200408 10:00;20200408 11:00;1.9;1.6
H2S;uur;µg/m³;20200408 11:00;20200408 12:00;3.9;1.5
H2S;uur;µg/m³;20200408 12:00;20200408 13:00;7.9;1.1
H2S;uur;µg/m³;20200408 13:00;20200408 14:00;6.4;1.1
H2S;uur;µg/m³;20200408 14:00;20200408 15:00;2.9;1.3
H2S;uur;µg/m³;20200408 15:00;20200408 16:00;4.6;1.3
H2S;uur;µg/m³;20200408 16:00;20200408 17:00;2.3;1.5
H2S;uur;µg/m³;20200408 17:00;20200408 18:00;3.1;1.5
H2S;uur;µg/m³;20200408 18:00;20200408 19:00;2.1;0.8
H2S;uur;µg/m³;20200408 19:00;20200408 20:00;2.2;1
H2S;uur;µg/m³;20200408 20:00;20200408 21:00;2.4;1
H2S;uur;µg/m³;20200408 21:00;20200408 22:00;1.7;0.5
H2S;uur;µg/m³;20200408 22:00;20200408 23:00;2.1;0.8
H2S;uur;µg/m³;20200408 23:00;20200409 00:00;1.9;0.6
H2S;uur;µg/m³;20200409 00:00;20200409 01:00;2.3;0.8
H2S;uur;µg/m³;20200409 01:00;20200409 02:00;1.7;0.5
H2S;uur;µg/m³;20200409 02:00;20200409 03:00;;0.7
H2S;uur;µg/m³;20200409 03:00;20200409 04:00;2.1;1.8
H2S;uur;µg/m³;20200409 04:00;20200409 05:00;2.3;1.5
H2S;uur;µg/m³;20200409 05:00;20200409 06:00;3.5;0.9
H2S;uur;µg/m³;20200409 06:00;20200409 07:00;2.6;1.5
H2S;uur;µg/m³;20200409 07:00;20200409 08:00;2.4;0.9
H2S;uur;µg/m³;20200409 08:00;20200409 09:00;2.2;1.2
H2S;uur;µg/m³;20200409 09:00;20200409 10:00;1.8;0.8
H2S;uur;µg/m³;20200409 10:00;20200409 11:00;2.1;0.7
H2S;uur;µg/m³;20200409 11:00;20200409 12:00;12.2;0.9
H2S;uur;µg/m³;20200409 12:00;20200409 13:00;11.6;0.7
H2S;uur;µg/m³;20200409 13:00;20200409 14:00;8.4;0.7
H2S;uur;µg/m³;20200409 14:00;20200409 15:00;8.8;0.9
H2S;uur;µg/m³;20200409 15:00;20200409 16:00;3.7;0.5
H2S;uur;µg/m³;20200409 16:00;20200409 17:00;2.2;0.6
H2S;uur;µg/m³;20200409 17:00;20200409 18:00;1.6;0.9
H2S;uur;µg/m³;20200409 18:00;20200409 19:00;1.5;0.7
H2S;uur;µg/m³;20200409 19:00;20200409 20:00;1.4;0.9
H2S;uur;µg/m³;20200409 20:00;20200409 21:00;2;0.8
H2S;uur;µg/m³;20200409 21:00;20200409 22:00;1.4;0.5
H2S;uur;µg/m³;20200409 22:00;20200409 23:00;1.5;0.5
H2S;uur;µg/m³;20200409 23:00;20200410 00:00;1.1;0.8
H2S;uur;µg/m³;20200410 00:00;20200410 01:00;1;
H2S;uur;µg/m³;20200410 01:00;20200410 02:00;1.6;0.9
H2S;uur;µg/m³;20200410 02:00;20200410 03:00;2;0.4
H2S;uur;µg/m³;20200410 03:00;20200410 04:00;1.5;0.7
H2S;uur;µg/m³;20200410 04:00;20200410 05:00;1.5;0.3
H2S;uur;µg/m³;20200410 05:00;20200410 06:00;1.2;0.6
H2S;uur;µg/m³;20200410 06:00;20200410 07:00;1.7;0.8
H2S;uur;µg/m³;20200410 07:00;20200410 08:00;1.7;0.9
H2S;uur;µg/m³;20200410 08:00;20200410 09:00;2;0.9
H2S;uur;µg/m³;20200410 09:00;20200410 10:00;1.8;0.7
H2S;uur;µg/m³;20200410 10:00;20200410 11:00;1.6;0.7
H2S;uur;µg/m³;20200410 11:00;20200410 12:00;1.6;0.6
H2S;uur;µg/m³;20200410 12:00;20200410 13:00;1.5;0.8
H2S;uur;µg/m³;20200410 13:00;20200410 14:00;1.4;0.5
H2S;uur;µg/m³;20200410 14:00;20200410 15:00;1.7;0.5
H2S;uur;µg/m³;20200410 15:00;20200410 16:00;1.3;0.6
H2S;uur;µg/m³;20200410 16:00;20200410 17:00;1.7;0.4
H2S;uur;µg/m³;20200410 17:00;20200410 18:00;0.9;0.6
H2S;uur;µg/m³;20200410 18:00;20200410 19:00;1.5;1.2
H2S;uur;µg/m³;20200410 19:00;20200410 20:00;1.4;0.9
H2S;uur;µg/m³;20200410 20:00;20200410 21:00;2.1;0.5
H2S;uur;µg/m³;20200410 21:00;20200410 22:00;2.1;0.5
H2S;uur;µg/m³;20200410 22:00;20200410 23:00;1.8;0.9
H2S;uur;µg/m³;20200410 23:00;20200411 00:00;1.4;0.9
H2S;uur;µg/m³;20200411 00:00;20200411 01:00;1.6;0.9
H2S;uur;µg/m³;20200411 01:00;20200411 02:00;2;1.3
H2S;uur;µg/m³;20200411 02:00;20200411 03:00;1.2;1
H2S;uur;µg/m³;20200411 03:00;20200411 04:00;2;1
H2S;uur;µg/m³;20200411 04:00;20200411 05:00;;1.1
H2S;uur;µg/m³;20200411 05:00;20200411 06:00;1.8;0.9
H2S;uur;µg/m³;20200411 06:00;20200411 07:00;1.8;0.5
H2S;uur;µg/m³;20200411 07:00;20200411 08:00;1.6;0.8
H2S;uur;µg/m³;20200411 08:00;20200411 09:00;1.4;0.9
H2S;uur;µg/m³;20200411 09:00;20200411 10:00;1.4;0.9
H2S;uur;µg/m³;20200411 10:00;20200411 11:00;1.4;0.6
H2S;uur;µg/m³;20200411 11:00;20200411 12:00;1.5;1.2
H2S;uur;µg/m³;20200411 12:00;20200411 13:00;1.5;0.8
H2S;uur;µg/m³;20200411 13:00;20200411 14:00;2.9;1
H2S;uur;µg/m³;20200411 14:00;20200411 15:00;9.3;0.5
